% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
110376 +1.640598429e+02 +1.640598429e+02 +1.858098429e+02 +1.858098429e+02 +7.5526e-01 +2.3479e+00 -3.7434e+00 +2.6888e+00 +2.6107e+00 +9.2262e-01 +2.6267e+00 -4.2591e+00 -4.7740e+00 +3.8469e+00 +9.7217e-01 +1.1641e+00 +2.5971e+00 +2.0303e-01 -4.2087e+00 -2.1696e+00 -3.5258e+00 +1.3394e-01 -3.3638e-01 -5.4135e-01
1792458 +1.589842172e+02 +1.589842172e+02 +1.807342172e+02 +1.807342172e+02 -2.4384e+00 +1.5937e-01 -1.9928e+00 +9.8235e-01 -7.1937e-03 -4.2819e+00 +1.8722e+00 -3.1381e+00 +1.7496e+00 +1.7686e+00 -2.7829e+00 +9.8564e-01 +3.9266e+00 +1.6549e+00 -7.7326e-01 -6.0888e-01 -9.1998e-01 +7.7227e-01 -3.1218e+00 +4.8330e+00
2438823 +1.547780685e+02 +1.547780685e+02 +1.765280685e+02 +1.765280685e+02 +9.4895e-01 +5.7766e-01 -8.4003e-01 +1.2635e-01 +2.1636e+00 -3.3299e+00 +3.2009e+00 +1.7769e+00 +2.9348e-01 +4.8418e+00 +1.1975e+00 +9.4615e-01 +2.2977e+00 +1.6529e+00 -1.0121e+00 -3.4913e+00 -4.9079e-02 +3.3892e+00 -4.8029e+00 +2.6491e+00
9094093 +1.169002484e+02 +1.169002484e+02 +1.386502484e+02 +1.386502484e+02 +4.6857e+00 +1.0845e-01 -1.5831e+00 +2.6057e+00 -3.9242e+00 -4.3708e+00 +4.6229e+00 +2.2616e+00 +3.6802e+00 +3.9937e+00 +3.0781e+00 -3.4877e+00 +2.4945e+00 -1.0297e+00 -4.3622e+00 -3.0110e-01 -2.9509e+00 -1.9216e-01 -4.2540e+00 -9.3203e-01
16437590 +7.467869180e+01 +7.467869180e+01 +9.642869180e+01 +9.642869180e+01 -2.3243e+00 -2.2305e-01 -1.5722e+00 +2.2009e+00 +1.7830e+00 -4.8381e+00 +2.8243e+00 +2.0450e+00 -9.4348e-01 +3.0524e+00 +1.4881e-01 -2.8495e+00 +4.5836e+00 -2.7811e+00 -2.1934e+00 -1.2731e+00 -9.3486e-01 +1.7263e+00 -3.4210e+00 -3.5640e-01
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.119007092e+03 +2.119007092e+03 +2.183797092e+03 +2.183797092e+03 -4.0185e+00 -2.5439e+00 +4.7064e+00 +1.2781e+00 -2.4098e-01 +4.9916e+00 +1.6164e+00 -2.4561e+00 -4.7052e+00 -1.7484e+00 -6.4107e-01 -2.4090e+00 -2.8584e+00 +3.7427e+00 +4.9306e+00 +4.7734e+00 -2.4351e+00 +4.1199e+00 -4.0564e+00 +4.2629e+00
5 +1.619870333e+03 +1.619870333e+03 +1.684660333e+03 +1.684660333e+03 -9.8072e-01 -3.0588e-01 +1.4833e+00 +3.3441e+00 +2.9406e+00 +3.7058e+00 +7.0299e-02 -2.3295e+00 +1.7166e-01 +3.6158e+00 +3.2216e+00 -4.1870e+00 -2.0678e+00 -2.9177e+00 -3.3364e+00 +2.6969e+00 +1.6740e+00 +4.1661e+00 -7.0219e-01 -3.2769e+00
8 +1.521136358e+03 +1.521136358e+03 +1.585926358e+03 +1.585926358e+03 +3.6192e+00 +1.1252e+00 -1.4212e+00 +2.1317e+00 -2.8937e-01 +2.6820e+00 -1.5402e+00 +8.1543e-02 -3.5675e+00 +3.4613e+00 +1.3196e+00 -2.5060e+00 -3.9798e+00 +4.6827e+00 +7.1720e-01 -2.3452e+00 +1.5885e+00 -3.8342e+00 -3.6681e+00 -1.9911e+00
10 +1.325362363e+03 +1.325362363e+03 +1.390152363e+03 +1.390152363e+03 -1.2110e+00 +8.0693e-01 -2.5365e+00 +3.8205e+00 -2.2057e+00 -4.9090e+00 -1.8051e+00 -4.9494e-01 +2.9413e+00 +4.0370e+00 -1.6254e+00 -1.1857e+00 +4.9676e+00 -2.4095e+00 -4.6535e+00 -1.5415e+00 -3.3423e-01 -1.7407e+00 -3.3772e+00 -4.0132e-01
16 +8.551141777e+02 +8.551141777e+02 +9.199041777e+02 +9.199041777e+02 +2.3730e+00 +1.1673e+00 +7.4333e-01 -4.7431e+00 +4.3469e+00 -4.9533e+00 -2.8137e+00 +1.1546e+00 +3.2177e-01 -7.7111e-01 +6.2523e-01 -2.4584e+00 +4.3791e+00 -6.3934e-01 +4.7868e+00 +2.8447e+00 +4.3757e+00 -8.4962e-01 -3.2123e+00 +2.6117e+00
50 +8.248807562e+02 +8.248807562e+02 +8.896707562e+02 +8.896707562e+02 -2.9091e+00 -4.4282e+00 +3.1117e+00 -2.6586e+00 +7.6080e-01 -1.5777e+00 -4.4879e+00 +3.9948e-01 -1.8851e+00 +2.2331e+00 -4.8813e-01 -4.6497e+00 -3.9885e+00 +3.8734e+00 +1.3161e+00 +2.7198e+00 -1.2435e+00 +3.7062e+00 -4.1929e+00 -4.6404e+00
79 +4.754461396e+02 +4.754461396e+02 +5.402361396e+02 +5.402361396e+02 -1.0046e+00 +1.5865e+00 +1.2513e+00 -6.3747e-01 +1.3301e+00 -4.0681e+00 -3.5903e+00 +4.2600e+00 +1.2637e+00 +1.3361e+00 -7.4579e-01 +1.8072e-01 +4.7245e+00 +3.7063e+00 +3.7112e+00 +1.4768e+00 +3.5827e+00 -1.1908e+00 -1.2541e+00 +2.3022e+00
1021 +3.641577879e+02 +3.641577879e+02 +4.289477879e+02 +4.289477879e+02 +2.7505e+00 +1.7312e+00 -3.6738e+00 -3.2127e+00 +3.3706e+00 -4.8543e+00 -4.3212e+00 -2.6407e+00 -2.1322e+00 +8.2414e-01 +2.3717e+00 -4.9112e+00 -2.9843e+00 -2.7496e+00 -4.9638e-01 +1.3656e+00 -1.0015e-01 +2.5435e+00 -4.7086e-01 -7.9009e-01
2702 +3.483647585e+02 +3.483647585e+02 +4.131547585e+02 +4.131547585e+02 +2.1377e+00 -2.9391e+00 -8.5066e-02 +3.5031e+00 -3.0155e+00 +1.4558e+00 -3.8596e+00 -5.7130e-01 -5.0295e-01 +3.1059e+00 +4.4875e+00 +8.0305e-01 +2.1072e+00 -3.2886e+00 -4.4349e+00 +2.1961e+00 -3.6316e+00 +4.5096e-01 -6.7490e-01 -2.9308e+00
7257 +2.780414571e+02 +2.780414571e+02 +3.428314571e+02 +3.428314571e+02 -4.4591e+00 +3.6129e+00 -8.0582e-01 +2.6138e+00 +1.8712e+00 -3.7844e+00 -3.8551e+00 +4.2879e+00 +1.9930e-01 -2.8861e+00 +3.6936e+00 +1.1621e+00 -3.1910e-01 +4.8912e+00 +2.3649e+00 +1.6561e+00 +5.6856e-01 -3.8750e+00 -1.2468e+00 -7.0660e-01
18785 +2.111500091e+02 +2.111500091e+02 +2.759400091e+02 +2.759400091e+02 +2.3099e+00 +1.5360e+00 -1.1493e+00 +7.4744e-01 -4.2100e+00 -4.7346e+00 -4.3536e+00 -1.0789e+00 -2.8222e+00 +3.7749e+00 +4.8557e+00 -1.5606e-02 +2.5571e+00 -2.3153e+00 -1.4695e+00 +3.8033e+00 -1.0324e-01 -1.4128e-01 +3.7752e+00 +3.8024e+00
38842 +1.750782542e+02 +1.750782542e+02 +2.398682542e+02 +2.398682542e+02 -1.5805e+00 -1.3724e+00 +2.1341e+00 +2.9129e+00 +1.9379e+00 -3.6189e+00 -4.0070e+00 +2.2230e+00 -4.2768e+00 +2.6120e+00 +3.6530e+00 -3.2409e+00 -3.1946e+00 +2.9584e+00 +6.6167e-01 +3.3767e+00 +3.7679e+00 +3.8213e+00 +2.3433e-02 +3.1059e+00
66677 +1.278340755e+02 +1.278340755e+02 +1.926240755e+02 +1.926240755e+02 -2.0170e+00 -2.3065e+00 -1.0154e+00 -1.2343e-01 +2.2968e+00 -4.1956e+00 -4.1266e+00 -2.8316e+00 -3.2165e+00 +2.8895e+00 +3.2853e+00 -3.9184e+00 -3.0599e+00 +5.7536e-01 -1.0623e-01 +3.3736e+00 -1.4456e+00 -1.7208e+00 -9.9944e-03 +3.0533e+00
10889623 +1.125393463e+02 +1.125393463e+02 +1.773293463e+02 +1.773293463e+02 -1.9904e+00 -2.8335e-01 -1.6705e+00 +3.5412e+00 -1.7649e+00 -1.8286e-01 -4.6022e+00 +1.9493e+00 -3.3580e+00 +9.5176e-01 +3.1030e+00 -3.1963e+00 -2.0624e+00 +1.8122e+00 -6.6695e-01 +1.4194e+00 -4.5347e-01 +3.1927e+00 -1.0057e+00 -6.3041e-01
13468480 +8.747705607e+01 +8.747705607e+01 +1.522670561e+02 +1.522670561e+02 -1.9256e-01 +3.9945e-01 +1.4324e+00 +3.0858e+00 -8.7322e-02 -3.3690e+00 -2.4941e+00 -2.0658e+00 -3.4488e-01 +3.8488e+00 +4.6407e+00 +2.7013e+00 +4.0956e+00 -1.8806e+00 -1.7767e+00 +4.2842e+00 -4.6423e+00 -3.3922e+00 -2.6121e+00 -4.8287e-01
17617481 +8.358421429e+01 +8.358421429e+01 +1.483742143e+02 +1.483742143e+02 +4.4162e-01 -1.0851e+00 +2.7935e+00 +9.3929e-01 +2.0889e+00 -2.3922e+00 -3.4805e+00 -3.1854e+00 -2.3351e+00 +2.0954e+00 +3.4579e+00 -6.2890e-01 +3.0467e+00 +1.9192e-02 -2.6073e+00 +3.9498e+00 -9.7455e-01 -2.2985e+00 -2.7677e+00 +2.9468e+00
183970332 +7.855094986e+01 +7.855094986e+01 +1.433409499e+02 +1.433409499e+02 -1.7784e+00 -2.0594e+00 +2.4397e+00 +1.4063e+00 +6.1070e-01 -2.7899e-01 -3.4694e+00 -2.5115e+00 -4.6179e+00 +4.6894e+00 +2.1365e+00 -2.2914e+00 -1.2475e+00 +2.2177e-01 -4.9955e-01 +2.8554e+00 -1.0636e+00 +1.5749e+00 -3.5177e+00 +4.9749e-01
% function evaluation | noise-free fitness - Fopt (1.861100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.814721056e+03 +3.814721056e+03 +4.000831056e+03 +4.000831056e+03 +3.0025e+00 +4.7863e+00 -3.5760e+00 +4.3120e+00 -7.8649e-01 +2.7371e+00 -3.7959e+00 +3.2510e+00 -4.5839e+00 +3.5177e+00 -2.9307e+00 -4.6773e+00 +1.5957e+00 +3.9123e+00 +2.2176e-01 -3.2401e+00 -6.6781e-01 -3.3845e+00 +4.0064e+00 -5.0947e-01
2 +1.526589935e+03 +1.526589935e+03 +1.712699935e+03 +1.712699935e+03 -2.2192e-01 -2.0358e+00 -9.3433e-01 -4.3433e+00 +3.2676e+00 +2.6439e+00 +2.9177e+00 +3.2765e+00 -3.5558e+00 +5.8154e-01 +2.2849e-01 -9.2842e-01 +8.8149e-02 -1.1692e+00 +4.4739e+00 +2.6270e+00 +4.8121e+00 -4.3569e+00 +1.6353e+00 +4.8736e+00
9 +6.653239570e+02 +6.653239570e+02 +8.514339570e+02 +8.514339570e+02 -5.9447e-01 +2.5996e-01 +4.9862e+00 +3.4923e+00 +4.4412e+00 +7.6736e-02 -3.4657e+00 +2.1049e+00 +4.5609e+00 +2.8656e+00 +4.0880e+00 +2.8696e+00 +2.5726e+00 -3.3188e+00 -5.5184e-01 +4.7945e+00 -1.4645e+00 -7.6514e-01 -2.6419e+00 +1.8911e+00
38 +4.546495268e+02 +4.546495268e+02 +6.407595268e+02 +6.407595268e+02 -4.5636e+00 +2.0521e+00 +1.0690e+00 -2.6374e+00 -2.6770e-01 +5.7278e-02 -1.7540e+00 +4.0163e+00 -2.3222e+00 -3.4377e+00 +2.5929e+00 +3.2393e+00 +4.7739e+00 -3.0406e+00 -2.4459e+00 +4.8802e+00 -2.7502e-02 -4.5207e+00 +2.8547e-01 +4.8137e+00
5042 +3.697923068e+02 +3.697923068e+02 +5.559023068e+02 +5.559023068e+02 -1.3820e+00 +4.0711e+00 +1.7629e+00 -2.0018e+00 -8.9062e-01 -5.0298e-01 +2.9827e+00 -2.0337e+00 -7.9411e-01 +1.3767e+00 +4.8404e-01 -1.7829e-01 -2.6682e+00 +1.9008e-03 +4.9764e+00 -1.9690e-01 -4.4454e+00 -3.0446e+00 -2.8601e+00 +1.0819e+00
5868 +3.547468259e+02 +3.547468259e+02 +5.408568259e+02 +5.408568259e+02 -1.8912e-01 -4.5838e+00 +1.8891e+00 -7.6858e-01 -2.2099e+00 -7.4348e-01 +8.5692e-01 +1.2603e+00 -4.1664e+00 +3.8412e+00 +8.0154e-01 -2.0272e+00 +2.2872e+00 -9.3320e-02 +2.2828e+00 +2.6428e+00 -2.2899e+00 +7.4959e-01 -1.2888e+00 +4.5732e+00
11086 +2.852104857e+02 +2.852104857e+02 +4.713204857e+02 +4.713204857e+02 -3.6369e+00 -3.5807e+00 +3.9334e+00 -3.5186e+00 +3.3887e-01 -2.2620e+00 -3.9477e+00 +2.1212e+00 +2.0164e+00 +4.7341e+00 +2.5972e+00 +2.6567e+00 +9.0146e-01 +9.7133e-01 -2.2468e+00 +9.8607e-01 +1.7158e+00 -1.8305e+00 -2.8831e+00 +2.5654e+00
13242 +2.072702060e+02 +2.072702060e+02 +3.933802060e+02 +3.933802060e+02 -3.3142e+00 -2.0664e+00 +3.4969e+00 -1.6047e+00 -1.1458e+00 +3.0409e+00 -2.4658e+00 +4.6948e+00 +3.8037e+00 +1.1547e+00 +2.0141e+00 -1.5274e+00 -2.6401e+00 +4.8437e+00 +4.6166e+00 +2.8836e+00 -1.5434e+00 +1.5696e-01 -1.7129e+00 -2.5519e+00
93412 +1.706481020e+02 +1.706481020e+02 +3.567581020e+02 +3.567581020e+02 +1.7522e+00 -3.8427e+00 +1.2566e+00 -2.3399e+00 -4.1011e+00 +3.8505e-02 -2.6979e+00 -1.4092e+00 +1.9443e+00 +3.9996e+00 -4.4714e+00 +3.0768e+00 -4.4909e+00 -1.0551e+00 +3.2427e+00 -2.5206e+00 -2.0085e+00 -5.3823e-01 -3.3164e+00 +1.4096e+00
120558 +1.609380028e+02 +1.609380028e+02 +3.470480028e+02 +3.470480028e+02 +7.2565e-02 -4.2915e+00 +2.3800e+00 -2.3235e+00 +1.5895e-01 -2.7955e+00 -7.1961e-02 -1.7574e+00 +1.7570e+00 -1.1596e+00 -2.8520e-01 +3.4814e+00 -8.2925e-02 -5.3333e-01 +4.8541e+00 -4.8111e-02 -7.5586e-01 -7.9833e-02 -4.9690e+00 +2.1403e+00
729125 +1.300238904e+02 +1.300238904e+02 +3.161338904e+02 +3.161338904e+02 -1.5749e+00 -3.5724e+00 +3.9458e+00 -2.0870e+00 -2.6607e+00 -6.1563e-01 -2.8838e+00 +1.5440e-01 +4.4006e+00 +1.7744e+00 +1.9344e+00 -1.1981e+00 -4.7074e+00 +7.5402e-01 +1.6149e+00 +9.1105e-01 -2.5527e-01 -2.2882e+00 -3.9134e+00 +2.7382e+00
1232577 +1.256770701e+02 +1.256770701e+02 +3.117870701e+02 +3.117870701e+02 -4.0644e+00 -4.6287e+00 +2.0754e+00 -2.0155e+00 +2.8639e+00 -1.3908e+00 +5.8759e-01 +1.0638e+00 +1.5286e+00 -6.7845e-01 +2.4825e+00 +4.1921e-02 +1.7624e+00 -1.7970e+00 +4.3473e+00 +2.8930e+00 -4.5721e+00 +2.1144e+00 -1.6886e+00 +3.0381e+00
10829282 +1.213739026e+02 +1.213739026e+02 +3.074839026e+02 +3.074839026e+02 +4.2692e-01 +4.8405e-01 +2.6470e+00 -2.5934e+00 +1.4557e+00 -9.5254e-01 -1.5907e+00 -5.1571e-01 +3.6158e+00 +2.3932e+00 +3.3729e+00 +3.6838e+00 -3.9585e+00 +6.0130e-01 +6.2292e-01 +4.6910e+00 +4.2966e-01 -1.4139e+00 -4.9021e+00 +3.8004e-01
12434722 +1.181110055e+02 +1.181110055e+02 +3.042210055e+02 +3.042210055e+02 -1.2290e+00 -2.9997e+00 +4.2055e+00 -8.4556e-01 +6.5778e-01 -1.0215e+00 +1.5653e+00 -1.9287e+00 +5.6950e-01 +3.9989e+00 +5.6142e-01 -2.6139e-01 +8.9090e-01 -1.2762e+00 +3.4565e+00 +7.7507e-02 -2.3415e+00 -1.8665e+00 -3.2564e+00 +2.5068e+00
13198637 +1.077210869e+02 +1.077210869e+02 +2.938310869e+02 +2.938310869e+02 -3.6374e+00 -3.7666e+00 +4.2294e+00 +3.6516e-01 -3.2414e+00 +4.9062e-02 -2.1653e+00 +1.7820e+00 +1.2889e+00 +3.0499e+00 +3.9070e+00 -3.7146e+00 +1.5368e-01 +1.8244e+00 +3.1368e+00 +4.1768e+00 +1.1257e+00 -1.7884e+00 -3.8830e+00 -1.6004e+00
21826039 +9.646021962e+01 +9.646021962e+01 +2.825702196e+02 +2.825702196e+02 -4.6039e-01 -1.6809e+00 +3.7691e+00 -2.3404e+00 +7.7657e-01 -3.1100e+00 -8.9870e-01 -1.4446e+00 +2.3443e+00 +3.9504e+00 +3.3051e-01 +2.5038e+00 -1.0414e+00 -1.0010e+00 +1.9478e+00 +2.6643e+00 -2.0194e-02 -1.2740e+00 -4.3697e+00 -1.6942e+00
64535073 +8.823149023e+01 +8.823149023e+01 +2.743414902e+02 +2.743414902e+02 -2.4199e+00 -3.5613e+00 +3.4036e+00 -1.0394e+00 -3.1473e+00 -1.6495e+00 -1.3984e+00 +1.9372e+00 +1.5673e+00 +2.8492e+00 +2.2104e+00 -2.6136e+00 -1.6822e+00 +1.7312e+00 +3.7024e-01 +1.0446e+00 -1.2741e+00 -1.9592e+00 -2.5668e+00 +3.1747e+00
104779001 +6.829398803e+01 +6.829398803e+01 +2.544039880e+02 +2.544039880e+02 -1.5229e+00 -2.5456e+00 +3.1122e+00 -2.6942e+00 +5.2273e-01 +3.4404e-01 -3.3163e+00 +1.4359e+00 +3.8955e+00 +3.2991e+00 +1.4589e+00 +2.8695e+00 -3.6718e+00 +3.8254e+00 +1.7442e+00 +5.5349e-01 -2.6038e+00 +7.7979e-01 -3.2667e+00 +8.9340e-01
% function evaluation | noise-free fitness - Fopt (-1.060600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.583111635e+03 +2.583111635e+03 +2.477051635e+03 +2.477051635e+03 +2.7308e+00 +2.6049e+00 -7.2192e-01 +1.9490e+00 -3.6407e+00 -3.2689e+00 +1.3338e+00 -2.0403e+00 +4.0933e+00 -2.6605e+00 +3.7908e+00 +4.2217e-01 +6.0785e-01 +3.8794e+00 +3.4261e+00 -2.8955e+00 +4.8798e+00 -2.6409e+00 +3.9928e+00 -4.9127e+00
3 +1.559999437e+03 +1.559999437e+03 +1.453939437e+03 +1.453939437e+03 -1.3838e+00 -1.1090e+00 +1.8156e-01 +3.0861e+00 -4.1075e+00 -9.3277e-01 +4.8569e+00 -3.4464e+00 -3.0297e+00 +2.5384e+00 +4.0207e+00 -1.2251e+00 +2.0867e+00 -3.8602e+00 +4.7072e+00 +3.7901e+00 +4.5216e+00 +2.3413e+00 -3.3143e+00 -2.4696e+00
4 +1.496688280e+03 +1.496688280e+03 +1.390628280e+03 +1.390628280e+03 -1.3341e+00 +3.5066e+00 -1.0522e+00 +8.7386e-01 +1.1121e+00 -1.6438e+00 +4.4272e+00 +1.0056e+00 +2.0385e+00 -2.5684e+00 -4.2372e+00 -7.4291e-01 +4.1618e-02 +1.6285e+00 +1.3486e+00 +1.5090e+00 +2.3366e+00 -1.3341e+00 +2.2606e+00 -4.9187e+00
7 +1.477768868e+03 +1.477768868e+03 +1.371708868e+03 +1.371708868e+03 -4.4207e+00 +3.8262e-01 -3.5367e+00 +2.5872e+00 -1.7797e+00 -4.0679e+00 -3.6637e+00 +2.8088e+00 +2.5563e+00 +2.8799e+00 -2.0765e+00 -3.3423e+00 -2.1668e-01 +3.8314e+00 +3.4113e+00 +3.4829e+00 -3.4088e+00 -2.7677e+00 +1.8136e+00 -3.3455e+00
15 +1.194287206e+03 +1.194287206e+03 +1.088227206e+03 +1.088227206e+03 +3.6596e+00 -1.7244e+00 -4.0573e+00 -4.5585e+00 +1.2640e+00 -3.9449e+00 -2.1498e+00 +4.6790e+00 +2.3253e+00 +2.0899e+00 +1.4171e+00 +4.2355e+00 -1.2435e-01 -3.8583e+00 +2.2807e+00 +1.5859e+00 +2.4064e+00 -1.2538e+00 -3.2161e-01 +3.7375e+00
19 +7.180225431e+02 +7.180225431e+02 +6.119625431e+02 +6.119625431e+02 +1.5255e+00 -1.8666e+00 -2.6548e+00 -3.0861e+00 -1.9955e+00 -4.8458e+00 +1.5932e+00 +1.8881e+00 -1.4711e+00 +3.6455e+00 +2.7272e-01 +1.7515e+00 -2.3598e+00 +1.5623e+00 -3.3334e+00 +2.0366e+00 -5.1964e-01 +3.1091e+00 +3.5379e-01 -4.6512e+00
38 +6.230079220e+02 +6.230079220e+02 +5.169479220e+02 +5.169479220e+02 +6.7743e-01 -4.2125e+00 -3.3756e+00 +8.4926e-01 -3.9456e+00 -1.0505e+00 +4.6274e+00 -1.1900e+00 +4.4355e+00 +3.1655e+00 +6.0319e-01 +1.9432e+00 -3.6088e+00 -2.2697e+00 +4.3497e+00 -9.7872e-02 -2.3304e+00 +3.4022e-01 -4.8697e-01 +2.1127e+00
100 +5.278732481e+02 +5.278732481e+02 +4.218132481e+02 +4.218132481e+02 +1.7643e+00 -1.3987e+00 +4.6251e+00 -3.4050e+00 +2.8166e+00 -3.6908e-01 +1.0859e+00 +2.4216e+00 +4.0294e+00 +2.5192e+00 -4.9611e+00 +1.7044e+00 +1.2978e+00 +2.9893e+00 +2.4601e+00 -4.2108e+00 +4.8456e-01 -4.9814e+00 -7.7307e-01 +6.8094e-01
671 +5.117910736e+02 +5.117910736e+02 +4.057310736e+02 +4.057310736e+02 -1.8540e+00 -2.6276e+00 -3.9848e+00 +3.2643e-01 -1.6540e+00 -2.9850e+00 -4.2103e+00 +1.8630e-01 -1.9831e-01 +5.7743e-01 +3.8506e-01 +2.2095e+00 +2.4642e+00 +5.5022e-01 +9.5654e-01 -3.9064e+00 +3.7563e+00 -3.9522e+00 -4.1911e+00 -3.1489e+00
904 +4.041079861e+02 +4.041079861e+02 +2.980479861e+02 +2.980479861e+02 +3.7250e+00 -4.4842e+00 -1.6575e+00 -1.6517e+00 -2.5192e+00 -3.4974e+00 +2.8344e+00 +1.1403e+00 +3.2815e-01 +3.8560e+00 +2.3630e+00 -9.9044e-01 -9.8935e-02 +4.6941e-01 -7.6276e-01 -9.0686e-01 -3.6469e+00 +3.2500e+00 -1.7840e+00 -4.0278e+00
1105 +3.111077631e+02 +3.111077631e+02 +2.050477631e+02 +2.050477631e+02 +2.5758e+00 +5.4024e-01 +1.1841e+00 +1.2452e-01 -2.9724e+00 +5.5418e-01 +1.9724e+00 -4.1818e+00 -1.4440e+00 +2.5456e+00 +6.5419e-02 -4.3061e-01 +3.6574e+00 +2.8918e+00 +8.3569e-01 -1.2089e+00 -4.4394e+00 +2.1447e+00 -1.6664e+00 +2.5383e-01
3582 +2.814458715e+02 +2.814458715e+02 +1.753858715e+02 +1.753858715e+02 +1.5244e-01 +2.4654e+00 -3.7173e+00 -1.3906e-01 -2.3434e+00 -4.1163e+00 -1.4902e+00 -4.0499e+00 +2.0771e+00 -9.8716e-01 +3.4089e+00 -2.6275e+00 +4.2882e+00 +2.2408e+00 +1.7357e+00 +2.6767e-01 -2.7650e+00 +4.3299e+00 -3.9915e+00 +1.1168e+00
46799 +2.422760273e+02 +2.422760273e+02 +1.362160273e+02 +1.362160273e+02 +3.4776e+00 +1.7917e+00 +1.8997e+00 +3.4434e+00 +1.2959e+00 -4.5967e+00 +4.9213e+00 +2.1199e+00 +1.6581e+00 +2.4372e+00 +1.9825e-01 -1.1001e+00 -2.6498e-01 +4.2630e+00 -1.8267e+00 +2.1420e-01 -2.2463e+00 -2.4568e+00 -1.1788e+00 +1.0139e+00
167298 +2.130112970e+02 +2.130112970e+02 +1.069512970e+02 +1.069512970e+02 -1.7405e-01 +3.4655e+00 -2.1645e+00 -2.3381e+00 -3.5101e+00 -3.9454e+00 +1.2963e+00 +2.2648e+00 -6.7889e-01 +3.7543e+00 -2.7387e+00 -1.5788e+00 +4.1297e+00 +3.4325e+00 +2.4689e+00 -1.4210e+00 +7.3414e-01 -1.3104e+00 -4.0874e+00 +4.9359e+00
204347 +2.047679897e+02 +2.047679897e+02 +9.870798968e+01 +9.870798968e+01 -8.2479e-01 +1.1162e+00 -3.4401e+00 -3.6861e+00 -1.0031e+00 -4.2967e+00 -9.3333e-01 +1.6426e+00 -1.0270e+00 +4.7454e+00 +2.9031e+00 -3.6976e+00 +4.8674e+00 +1.8432e+00 +1.2439e+00 -3.3436e+00 +4.5940e-01 -1.1619e+00 -4.7340e+00 +4.9420e+00
390194 +1.881092140e+02 +1.881092140e+02 +8.204921401e+01 +8.204921401e+01 +5.1048e-01 -7.0875e-01 -2.0274e+00 -4.3798e+00 -2.0816e-01 -1.5630e+00 +1.4869e+00 -6.5660e-01 +1.6731e+00 +1.7429e+00 -7.1676e-01 +1.4693e-01 +3.4360e+00 +1.4873e-01 +2.9746e+00 -2.6056e+00 -1.4101e+00 +1.4279e+00 -3.1198e+00 +4.0614e+00
568288 +1.735989256e+02 +1.735989256e+02 +6.753892563e+01 +6.753892563e+01 -1.2118e+00 -1.6380e+00 -4.9348e+00 -4.0372e+00 +2.1335e+00 -1.0888e+00 -1.7011e+00 +5.3803e-01 -3.0760e+00 +6.7810e-01 -1.4293e+00 +3.2745e-01 +3.3527e+00 +8.7518e-01 -1.3045e-01 -4.2121e+00 -4.5031e-01 -1.6370e+00 -3.8365e+00 -1.4572e+00
600551 +1.444469471e+02 +1.444469471e+02 +3.838694714e+01 +3.838694714e+01 +3.3809e+00 +3.0437e+00 -2.9994e+00 -2.5338e+00 -1.8079e+00 -4.5921e+00 -2.9694e+00 +4.2419e-01 +2.2940e+00 +2.7629e+00 +2.2536e-01 -4.8064e-01 +3.3689e+00 +2.6821e-01 +3.2973e+00 +3.5365e-01 +4.3387e-01 -9.2696e-01 -3.0691e+00 +4.0289e+00
10656739 +1.284637459e+02 +1.284637459e+02 +2.240374588e+01 +2.240374588e+01 +3.7036e-01 -3.6424e+00 -2.0540e+00 -8.6704e-01 -1.3789e+00 -2.5838e+00 +3.3757e+00 -4.4943e-01 +5.9193e-01 +1.2110e+00 -3.3444e+00 -8.2020e-01 +1.8444e+00 +4.9698e+00 +4.6195e+00 -1.9807e+00 -4.5163e+00 +1.5670e+00 -2.2604e+00 +3.6918e+00
18681513 +1.097596585e+02 +1.097596585e+02 +3.699658492e+00 +3.699658492e+00 -2.4379e+00 -4.4540e+00 -4.0195e+00 -4.0496e+00 -5.6013e-02 -2.1060e+00 +1.6568e+00 +3.6297e+00 -1.3090e+00 +2.8693e+00 -8.1460e-01 -1.2117e+00 +2.9034e+00 +3.2048e+00 +3.4364e-01 -2.9917e+00 -2.9940e+00 -1.5605e+00 -3.2759e+00 +1.1128e+00
43622108 +9.711107257e+01 +9.711107257e+01 -8.948927429e+00 -8.948927429e+00 +2.0417e+00 +2.0312e+00 -3.9171e+00 -2.5109e+00 -2.3389e-01 -2.1182e+00 +4.5347e-01 -1.7262e+00 +4.1932e+00 +3.5410e+00 +4.0191e+00 +9.0751e-01 +1.7918e+00 +6.2458e-01 +4.5817e+00 +1.3391e+00 -1.7589e+00 -2.3113e+00 -6.0260e-02 +2.0815e+00
