% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
72 +3.465885127e+01 +3.465885127e+01 -2.255114873e+01 -2.255114873e+01 -2.2406e-01 -3.4124e+00 +2.2735e+00 +8.6903e-01 -1.0925e+00 +3.5669e+00 +3.1415e+00 +2.1123e+00 +1.6395e-01 -2.6799e+00 -3.7350e+00 +4.5980e+00 +1.3112e+00 +2.5147e-01 +1.7109e+00 +1.6549e+00 +1.8372e+00 -1.5506e+00 -4.1551e+00 +2.8851e+00
568 +2.151770108e+01 +2.151770108e+01 -3.569229892e+01 -3.569229892e+01 -1.6313e+00 +4.9158e+00 +2.8918e+00 -3.0675e+00 +2.3076e+00 +4.6167e-01 +2.6742e+00 +1.0590e+00 -1.7946e+00 +2.6131e+00 +1.0754e+00 -4.7672e+00 +2.6786e+00 -2.0147e+00 +2.0549e+00 -1.0697e+00 +3.1692e-01 -5.0406e-01 +3.7995e-01 +1.3154e+00
4277 +2.080187170e+01 +2.080187170e+01 -3.640812830e+01 -3.640812830e+01 -7.2096e-01 +3.8292e+00 +4.0888e+00 +3.0856e+00 +1.3649e+00 -3.5351e+00 +3.2396e+00 -4.2582e+00 -1.8754e+00 +1.9434e+00 +3.2311e-01 -2.9685e+00 -7.6188e-02 +4.7410e+00 -2.3191e+00 +3.5474e-01 -3.9401e+00 -3.5574e+00 +2.8598e+00 -4.8952e+00
18713 +1.570801018e+01 +1.570801018e+01 -4.150198982e+01 -4.150198982e+01 -2.1533e+00 -5.4384e-01 -3.3549e+00 -3.9556e+00 +1.6419e+00 -2.8640e+00 +2.3965e+00 -3.1388e+00 +4.2254e-01 -4.5021e+00 -1.8499e+00 -2.3642e-02 +2.7360e+00 -4.1698e+00 -1.4059e+00 -1.8217e-01 -1.2456e+00 +4.5670e-01 +4.7714e+00 -1.6293e+00
272598 +1.518191597e+01 +1.518191597e+01 -4.202808403e+01 -4.202808403e+01 +1.0505e-01 +3.8884e+00 +3.1727e+00 -1.7857e+00 +3.9064e+00 -3.2647e+00 +4.4908e+00 +6.4819e-01 +1.9658e+00 -3.7909e-01 -8.6569e-02 +6.9490e-01 -4.9180e+00 +3.8826e+00 -4.4400e-01 +4.0652e+00 +1.7829e+00 +2.4896e+00 -1.9345e+00 -2.8251e+00
451622 +1.417531336e+01 +1.417531336e+01 -4.303468664e+01 -4.303468664e+01 +4.3618e+00 -4.0814e+00 -4.8774e+00 +2.4122e+00 -3.2017e-01 +1.7717e+00 +2.0410e+00 +1.2473e+00 -2.7823e+00 -9.0142e-01 -2.3413e+00 -1.5339e+00 -1.8379e-02 -1.2627e+00 -4.2015e+00 +2.7271e+00 -1.4105e+00 +3.4169e+00 +2.1384e+00 -1.5476e+00
11248413 +1.397106115e+01 +1.397106115e+01 -4.323893885e+01 -4.323893885e+01 +3.7687e+00 +4.4999e+00 +3.4340e+00 -1.6058e-01 +9.3501e-01 +1.2533e+00 +1.2573e+00 +4.0211e-01 -1.9128e+00 -1.3313e+00 +3.5255e+00 +1.4318e+00 +2.3033e+00 +4.1225e+00 -9.5561e-01 +2.0608e+00 +3.2784e+00 +3.6387e-02 -4.1681e-01 -3.0161e+00
13638652 +1.370827911e+01 +1.370827911e+01 -4.350172089e+01 -4.350172089e+01 +3.9112e+00 -2.5399e+00 +4.6367e+00 +4.8000e-01 -1.6266e+00 +4.2489e+00 +3.9051e+00 +2.2329e+00 +2.4830e+00 +3.2421e+00 -1.0885e+00 +3.2389e+00 +2.9389e+00 +3.0129e+00 +2.8472e+00 -4.3713e+00 +3.4193e+00 -6.6282e-02 +2.2663e+00 -1.9052e+00
15463862 +1.272445819e+01 +1.272445819e+01 -4.448554181e+01 -4.448554181e+01 +2.6514e+00 +4.3390e+00 -2.3373e+00 -2.7143e+00 -2.8203e+00 +3.1469e+00 -3.8210e+00 +1.4417e+00 +3.5555e+00 -3.0237e+00 -3.7904e+00 +4.1119e+00 -4.3858e+00 -1.7053e+00 +1.3620e+00 -4.5392e+00 -3.8425e-01 +8.1684e-01 +2.8035e-01 +2.3600e+00
16340785 +1.079882967e+01 +1.079882967e+01 -4.641117033e+01 -4.641117033e+01 -1.4236e+00 -4.6234e+00 +8.7737e-01 -2.6359e+00 -2.0225e+00 +2.9364e+00 +2.2351e+00 +4.3836e+00 -2.4222e+00 +1.6737e+00 -3.8800e+00 -4.4221e+00 -1.8487e+00 -2.3414e+00 -5.8886e-01 -1.0624e+00 -3.0248e+00 -3.1912e+00 -4.9526e+00 -3.7995e+00
28501727 +9.489078522e+00 +9.489078522e+00 -4.772092148e+01 -4.772092148e+01 -1.6230e+00 +1.6422e+00 +2.5472e+00 +3.4178e+00 -2.1045e+00 +9.1765e-01 +2.8956e+00 -3.4061e+00 +2.5952e+00 +4.7220e+00 -4.3388e+00 +8.5337e-01 -6.7561e-01 -2.6994e+00 -2.5336e+00 +1.6002e+00 -3.5186e+00 +2.4294e-01 -1.8522e+00 -2.8159e+00
154943399 +9.215981257e+00 +9.215981257e+00 -4.799401874e+01 -4.799401874e+01 -2.7074e+00 -4.6465e+00 -2.6379e+00 +1.8558e+00 -4.3477e+00 +3.5498e+00 -2.0425e+00 +2.6634e+00 -5.2829e-01 -2.7322e+00 -8.1469e-01 -4.2624e+00 -1.1936e+00 -1.9141e+00 -3.7816e+00 +3.2311e+00 +3.0079e+00 +2.8514e+00 +2.8180e+00 -7.3836e-01
% function evaluation | noise-free fitness - Fopt (-1.237300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.486383978e+01 +4.486383978e+01 -7.886616022e+01 -7.886616022e+01 -1.4525e+00 +3.4003e+00 -4.3486e+00 -2.6574e+00 +4.0809e+00 -4.7258e+00 -3.1714e+00 -1.8657e+00 +1.5239e+00 -4.7031e+00 +1.8166e+00 -1.3507e-01 -2.8012e+00 -3.5079e+00 -1.9086e+00 -4.8080e+00 -2.2714e+00 +3.3503e+00 +4.6847e+00 +3.6849e+00
22 +3.354622171e+01 +3.354622171e+01 -9.018377829e+01 -9.018377829e+01 +6.4993e-01 +2.8808e+00 +8.3578e-01 -2.7424e+00 -2.2650e-01 +3.1362e+00 -4.0649e+00 -1.4479e+00 -4.6098e+00 -3.4719e+00 -2.3156e+00 +1.5088e+00 -1.5165e+00 -4.9822e+00 -4.5346e+00 -2.4367e+00 +3.9383e+00 -4.3199e-01 -3.6987e+00 +1.0545e+00
785 +2.325272666e+01 +2.325272666e+01 -1.004772733e+02 -1.004772733e+02 -4.1744e+00 -1.6836e+00 -4.0890e+00 -3.2076e+00 -4.6550e+00 +1.5312e+00 +6.2575e-01 +4.0209e+00 -4.3175e+00 +8.4048e-01 -1.5665e+00 -9.0387e-01 +4.2309e+00 -3.8508e+00 +3.3145e+00 -6.7915e-01 +4.1287e+00 +3.3011e+00 -1.7408e+00 +1.2432e+00
19696 +1.486066671e+01 +1.486066671e+01 -1.088693333e+02 -1.088693333e+02 +3.0351e+00 +8.5402e-01 -2.4702e+00 +1.0997e+00 -7.5725e-01 +7.6033e-01 +1.2876e+00 +1.6220e+00 +3.3294e+00 +4.3908e+00 +9.4779e-01 +3.6504e+00 -4.1170e+00 -3.3078e+00 -3.1425e-01 -8.2492e-03 -3.6606e+00 -3.0219e+00 -1.2341e+00 +1.8676e+00
1883673 +1.298641747e+01 +1.298641747e+01 -1.107435825e+02 -1.107435825e+02 -3.1180e+00 +9.9218e-01 +2.6288e+00 +4.8463e-02 +2.2100e+00 +4.3572e+00 +3.8486e+00 -1.0529e+00 -1.2907e+00 -4.3776e+00 -5.5501e-01 +4.9917e+00 -9.6208e-01 +2.6460e+00 +1.4416e+00 +2.8876e+00 +2.1590e-01 +1.9262e+00 +4.7618e-01 +2.9612e+00
5885436 +1.190272846e+01 +1.190272846e+01 -1.118272715e+02 -1.118272715e+02 +4.9854e+00 -3.8611e-01 -2.1343e+00 -4.9999e+00 +5.1353e-01 -1.1593e+00 -2.9170e+00 -3.6434e+00 +1.1867e+00 +8.6565e-01 -4.8400e+00 -8.2589e-01 -2.7268e+00 -3.6703e+00 +7.5759e-01 -8.0892e-01 -7.3835e-01 +3.9789e+00 -1.8284e+00 +2.7600e+00
34147346 +1.138201197e+01 +1.138201197e+01 -1.123479880e+02 -1.123479880e+02 +2.7928e-01 +1.6436e+00 +1.4535e+00 +2.6959e+00 -4.2243e-01 +4.3221e+00 +1.2619e+00 +4.2987e+00 +2.6745e+00 +2.3093e+00 -2.4323e+00 +2.2294e+00 +2.9204e+00 -4.5130e+00 -1.5167e+00 -3.5129e+00 +2.7136e+00 +2.6401e+00 +2.9715e+00 -2.7186e+00
61429611 +9.197037018e+00 +9.197037018e+00 -1.145329630e+02 -1.145329630e+02 +1.2843e-01 -4.5060e+00 +4.5839e+00 -1.5222e+00 -4.2336e+00 +3.9184e+00 -3.2720e+00 +4.1365e+00 +2.9493e-01 +7.2035e-01 -2.5764e+00 -4.4138e+00 +3.1169e+00 -3.5053e+00 -1.4589e+00 +1.3241e+00 +2.0032e+00 -4.6598e+00 -3.0112e+00 -3.7762e+00
81764177 +8.554294758e+00 +8.554294758e+00 -1.151757052e+02 -1.151757052e+02 -4.1419e+00 +1.3381e+00 +2.8144e+00 +3.8694e+00 -1.7022e+00 +1.6616e+00 -1.9334e+00 -4.4555e+00 -3.9445e+00 -2.8540e+00 -4.9988e+00 -2.3579e+00 -3.6265e+00 -4.5708e+00 +2.9020e+00 -1.1074e-01 -3.5780e+00 +2.1463e+00 +4.5744e+00 +3.4923e+00
% function evaluation | noise-free fitness - Fopt (-1.322100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.292277644e+01 +8.292277644e+01 -4.928722356e+01 -4.928722356e+01 +1.9066e+00 -2.7836e+00 -4.8319e+00 -3.0929e+00 +3.9277e+00 +6.2228e-01 -3.1172e+00 +4.8888e+00 -4.7244e-01 +2.2791e+00 +3.2149e-01 +3.1547e+00 -2.3393e+00 +1.6064e+00 +3.0776e+00 +4.6918e+00 -4.1256e+00 +1.4937e+00 -2.5769e+00 +3.5464e+00
3 +6.736808755e+01 +6.736808755e+01 -6.484191245e+01 -6.484191245e+01 +3.5171e+00 +1.5233e+00 -2.1230e+00 -5.1362e-01 +2.5009e+00 -2.7118e+00 -1.0531e+00 -4.6092e+00 -8.3652e-01 -2.2652e-01 -1.5596e+00 +1.7802e+00 +3.7602e+00 +4.3360e-01 -4.2732e-01 +1.1465e+00 -6.4789e-02 -2.4868e+00 +3.6000e+00 +1.8813e+00
6 +6.547535389e+01 +6.547535389e+01 -6.673464611e+01 -6.673464611e+01 +3.4288e+00 +3.1385e+00 +3.2421e+00 +4.7360e-01 -1.1663e+00 -2.6859e+00 +1.7912e+00 -1.3177e+00 +2.6555e+00 +4.2654e+00 -1.3617e+00 +4.8475e+00 +9.4359e-01 -4.0883e+00 +3.5858e+00 +4.0427e+00 +5.4538e-01 -4.5358e-01 +1.7176e+00 +2.1212e+00
9 +4.825006871e+01 +4.825006871e+01 -8.395993129e+01 -8.395993129e+01 -4.8877e+00 +4.3384e+00 -4.5847e+00 -1.8994e+00 -3.0324e+00 +1.6232e+00 -6.8534e-01 +2.1809e-01 -9.9316e-01 -5.4845e-01 +4.9910e+00 +1.7178e+00 +1.7191e+00 +3.4587e+00 +6.6465e-01 +4.2142e+00 +3.7175e-01 -3.7271e+00 -2.4583e+00 +7.7157e-01
75 +3.794152933e+01 +3.794152933e+01 -9.426847067e+01 -9.426847067e+01 -3.2553e+00 -1.2079e+00 +2.3033e-01 +1.9303e+00 +3.0000e+00 -3.0152e+00 +8.1359e-01 -3.4766e+00 -3.0375e+00 +1.1514e+00 +2.1122e+00 -4.4099e+00 +3.5296e+00 +5.4135e-01 +3.5596e+00 -2.4309e-01 -2.2112e+00 -4.7523e+00 -8.8356e-01 -4.6918e+00
487 +3.483932231e+01 +3.483932231e+01 -9.737067769e+01 -9.737067769e+01 +3.3407e+00 +2.1356e+00 -2.9042e+00 -1.5984e+00 +4.6444e+00 -4.7974e+00 +2.9478e+00 -4.6937e+00 -3.4483e+00 +4.0642e+00 -4.1635e+00 -3.8359e+00 -5.0536e-01 -2.9433e+00 +2.6713e+00 -2.6293e+00 -4.1345e+00 +1.3884e+00 +3.5722e+00 +4.2224e+00
561 +2.639091085e+01 +2.639091085e+01 -1.058190891e+02 -1.058190891e+02 +1.5392e+00 +4.5443e+00 -3.8728e+00 -2.4108e-03 +4.0550e+00 +6.5184e-01 -2.9286e+00 -7.1409e-01 -3.3298e-01 -3.7931e+00 +2.1609e+00 +4.0807e+00 -1.3359e+00 +3.6097e-01 +2.6832e-01 +4.2078e+00 -4.1338e+00 -4.1557e+00 +2.8380e+00 -5.4278e-02
1409 +2.544725615e+01 +2.544725615e+01 -1.067627438e+02 -1.067627438e+02 +4.1841e+00 +1.6600e+00 -2.3666e+00 -3.5812e-01 -8.7166e-01 +4.3098e+00 -4.1347e+00 -2.4413e+00 +3.4692e+00 +4.8066e+00 -2.1633e+00 -2.5678e+00 -1.9375e+00 -8.4639e-01 -2.8628e+00 +7.6202e-01 -9.6113e-01 -1.3562e+00 -3.3887e+00 -2.0642e+00
1748 +2.500937456e+01 +2.500937456e+01 -1.072006254e+02 -1.072006254e+02 +4.3822e+00 +4.6310e+00 -2.7024e+00 -2.6781e+00 +1.0938e+00 -3.9141e+00 +7.4062e-01 +7.9820e-01 -9.4848e-01 +1.3949e+00 -2.5488e+00 +1.4100e+00 -3.9973e+00 +9.4640e-01 +9.8197e-01 +4.4651e+00 +1.8625e+00 +1.7121e+00 -7.2161e-01 +1.3687e+00
3467 +2.416851027e+01 +2.416851027e+01 -1.080414897e+02 -1.080414897e+02 -4.1674e+00 -4.4021e+00 +2.2628e+00 -3.1833e+00 -2.9528e+00 -4.6278e+00 -1.9641e+00 -2.2530e+00 -2.5561e-01 -2.7483e-01 -3.2483e+00 +3.4945e+00 +4.3584e+00 -4.5576e-01 +1.5316e+00 +3.9996e+00 -2.6351e+00 +2.2057e+00 +4.3953e+00 +4.9624e+00
3792 +2.028549951e+01 +2.028549951e+01 -1.119245005e+02 -1.119245005e+02 +1.5884e-01 -9.1663e-01 +2.3035e+00 +4.3277e-01 -7.9805e-01 -2.2522e-01 -3.3479e-02 -4.1615e+00 -3.1500e+00 +1.6202e+00 -1.8964e+00 -2.3720e+00 -1.2521e+00 -3.2181e+00 -1.8801e+00 +9.9825e-02 +4.2128e-01 -9.5570e-01 -3.9258e+00 -3.2400e-01
39896 +1.940970917e+01 +1.940970917e+01 -1.128002908e+02 -1.128002908e+02 -3.6966e+00 +3.9989e+00 +3.4336e+00 +5.0298e-01 -4.4527e-01 -3.0711e+00 -3.3209e+00 +3.9751e+00 -4.7656e+00 +4.0843e+00 -1.5050e+00 +4.4619e+00 -1.3734e+00 +9.6685e-01 +1.5232e+00 +3.0675e+00 -2.6499e+00 +1.2796e+00 -3.4416e+00 -1.5064e+00
68125 +1.499599901e+01 +1.499599901e+01 -1.172140010e+02 -1.172140010e+02 -2.3388e+00 +1.4476e+00 +1.4675e+00 -2.0901e+00 -3.6439e-01 +2.7248e+00 +4.4223e+00 -1.7366e+00 +1.9072e+00 -3.7495e+00 +4.5897e+00 +5.6921e-01 -8.8538e-01 +4.7248e-01 -3.5778e-01 +2.6010e+00 -7.8037e-02 +6.6017e-01 +1.0864e+00 -3.9872e-01
306012 +1.378025924e+01 +1.378025924e+01 -1.184297408e+02 -1.184297408e+02 -2.4518e+00 -3.8438e+00 -4.3323e+00 -2.4128e+00 +7.3626e-01 -2.4365e+00 +4.3006e+00 -4.5790e-01 -3.3755e+00 -4.9340e+00 -2.7712e+00 -1.6630e+00 +2.1762e+00 -1.5620e+00 +4.3354e+00 -2.8962e+00 +7.6541e-01 +1.2549e+00 +3.2012e+00 -3.4687e+00
669868 +1.213240189e+01 +1.213240189e+01 -1.200775981e+02 -1.200775981e+02 +1.1051e+00 -2.0389e+00 +2.5209e+00 +2.4486e+00 -3.9919e+00 +3.6449e+00 -1.9436e+00 +2.5041e-01 -2.5274e+00 +4.4726e+00 +4.7849e+00 +3.3959e+00 -2.7806e-01 -4.8179e+00 +4.9865e+00 +2.5065e+00 -3.2221e+00 -2.1420e+00 -2.6168e+00 +1.4112e+00
4485802 +9.361994804e+00 +9.361994804e+00 -1.228480052e+02 -1.228480052e+02 -2.5931e+00 -1.2099e+00 -1.0777e-01 +6.2453e-02 -1.0622e+00 -1.5356e+00 +4.5151e+00 -1.9357e+00 -1.7068e+00 +1.7190e+00 -1.3811e+00 -3.4935e+00 +3.9466e+00 -4.4239e+00 -1.8256e+00 -4.4081e+00 +1.3848e+00 +2.9636e+00 -2.2902e+00 -5.6972e-01
44665358 +8.504535625e+00 +8.504535625e+00 -1.237054644e+02 -1.237054644e+02 +4.1701e+00 -1.0569e+00 +3.8932e+00 -4.4792e+00 +3.7167e+00 +2.3893e+00 -9.0271e-01 +3.7695e+00 +1.2981e+00 -3.3261e+00 -3.2162e+00 +3.7847e+00 +1.4647e+00 -3.9741e+00 -4.1865e+00 -3.2924e-01 -3.2602e+00 -3.5870e+00 +4.6671e+00 +2.9071e+00
% function evaluation | noise-free fitness - Fopt (9.533000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.138606661e+02 +1.138606661e+02 +2.091906661e+02 +2.091906661e+02 +3.4615e-01 -2.9951e+00 +2.3728e+00 +2.2492e+00 -3.8935e+00 -3.2399e+00 +1.1173e+00 -2.8379e+00 -1.1499e+00 -3.4126e+00 -3.1973e+00 +1.4029e+00 -3.5389e+00 -4.6016e+00 +4.7514e+00 -3.6480e+00 -1.1622e+00 -1.1696e+00 +1.2057e+00 +3.9809e+00
2 +9.663968080e+01 +9.663968080e+01 +1.919696808e+02 +1.919696808e+02 +4.1866e+00 -4.2236e+00 -4.2063e-01 +2.5534e+00 -4.5589e+00 +1.0401e-01 +2.4684e+00 -2.5413e+00 +2.8285e+00 +5.9064e-01 +2.8840e+00 +3.1354e+00 -2.4468e+00 +3.5604e+00 -2.1856e-01 +3.7320e+00 +1.1009e-02 +3.4645e+00 -4.1933e+00 -4.5117e+00
4 +5.287523131e+01 +5.287523131e+01 +1.482052313e+02 +1.482052313e+02 -8.9975e-01 -1.5798e+00 +1.9769e+00 -2.5541e+00 -1.3053e+00 +6.7079e-01 -6.5666e-01 -4.1658e+00 -2.7356e+00 +2.5162e+00 -3.5749e-01 +2.8849e+00 -3.1516e+00 -3.9793e+00 -3.2781e+00 -3.6638e+00 +3.1115e+00 -1.2362e+00 -1.9550e+00 -2.2852e-01
22 +4.034601598e+01 +4.034601598e+01 +1.356760160e+02 +1.356760160e+02 -2.7295e+00 +1.3367e+00 +4.7200e+00 +4.2586e+00 -7.5468e-01 -3.9659e+00 +2.0323e+00 -1.1633e+00 -2.8319e+00 -4.7246e+00 +1.7128e+00 -1.8181e+00 -4.5955e-01 -1.2346e+00 +1.6932e+00 +4.3139e+00 -2.1606e+00 +3.6693e+00 -2.7695e+00 +4.0275e+00
87 +3.623390792e+01 +3.623390792e+01 +1.315639079e+02 +1.315639079e+02 +7.7857e-01 -3.4716e+00 +3.5947e+00 +4.8987e+00 -4.5055e+00 +3.3399e-01 -2.8049e+00 +2.2426e+00 +1.3052e+00 +4.1949e+00 -1.5006e+00 -7.0759e-01 +4.6879e+00 +4.9033e+00 +2.7959e+00 +1.6451e+00 +3.0518e+00 +6.5598e-01 +4.3623e+00 -4.3168e+00
154 +2.774286831e+01 +2.774286831e+01 +1.230728683e+02 +1.230728683e+02 -3.5452e+00 +3.1883e+00 +3.4650e+00 -8.8135e-01 -3.3058e+00 -1.0265e+00 +1.2508e+00 +2.6186e+00 -3.2762e+00 -4.8813e+00 +9.7040e-01 +3.2820e+00 +6.2437e-01 +4.6815e+00 +3.3792e+00 -2.2593e+00 +4.3570e+00 +3.4610e-01 -3.9807e-01 +3.4923e+00
607 +2.418277039e+01 +2.418277039e+01 +1.195127704e+02 +1.195127704e+02 +2.9674e+00 +3.0431e+00 +2.3271e+00 +4.2872e+00 -4.8799e+00 +4.6489e-02 +2.9888e-01 +3.3525e+00 +8.6571e-01 -3.1267e+00 +4.1448e+00 -4.0876e+00 -1.4528e+00 +4.7952e+00 +1.6832e+00 -4.2411e+00 -4.4151e+00 +4.4862e+00 -2.7750e+00 +5.3294e-01
5717 +2.360715198e+01 +2.360715198e+01 +1.189371520e+02 +1.189371520e+02 +3.3649e+00 +3.1172e+00 +4.0925e+00 -1.9456e+00 -1.1583e-01 +1.8509e+00 +2.3925e+00 +4.7644e+00 +2.8343e+00 +4.8686e+00 +5.7451e-01 -1.5313e+00 +4.8788e+00 +3.3981e+00 +3.8950e+00 -1.6708e+00 +1.9122e+00 -4.9336e-01 -2.3531e+00 -1.3258e+00
18576 +2.188706914e+01 +2.188706914e+01 +1.172170691e+02 +1.172170691e+02 +1.4243e+00 -1.3007e+00 -3.3987e+00 -9.6803e-01 +3.6023e+00 -3.5099e+00 +3.9717e-01 +4.7459e+00 -7.4774e-01 -3.3443e+00 +5.9000e-01 -3.1000e+00 +2.2851e+00 +4.1938e+00 +2.1059e+00 -4.1466e+00 -4.6794e+00 -4.3641e+00 -4.7816e+00 -7.4797e-01
30261 +1.549351916e+01 +1.549351916e+01 +1.108235192e+02 +1.108235192e+02 -3.0584e+00 +3.2208e+00 +1.9107e+00 -4.9142e+00 +4.5659e+00 +7.6063e-01 -3.3297e+00 +4.2643e+00 +1.8261e+00 +1.5803e+00 +6.6212e-01 +1.2187e-02 +2.6952e+00 +2.9672e+00 -8.2377e-01 -3.0227e+00 +2.5677e+00 +2.9233e+00 -4.6356e+00 +4.2812e+00
3446777 +1.486885905e+01 +1.486885905e+01 +1.101988590e+02 +1.101988590e+02 -2.8250e+00 +2.3532e+00 -3.5953e+00 +3.5587e+00 -4.3436e-01 -3.1513e+00 +3.1507e+00 -2.5607e+00 +3.4448e+00 -4.8729e+00 +7.9742e-01 +1.0792e+00 -3.9076e+00 +9.5838e-03 -5.5618e-01 +9.0810e-01 -7.4298e-01 +1.1371e+00 +2.2092e+00 +1.7837e+00
6545825 +1.344773985e+01 +1.344773985e+01 +1.087777399e+02 +1.087777399e+02 -1.6386e+00 -3.2085e+00 +5.7236e-01 +1.1897e-01 -1.5597e+00 -4.7786e+00 +4.0641e+00 +1.9666e+00 +1.5883e+00 +1.5390e+00 -2.6209e+00 +5.4742e-01 -4.9591e+00 -7.0769e-01 -1.8260e+00 +3.0229e+00 -8.0131e-01 -1.6881e+00 -4.8749e+00 -3.6649e+00
7946742 +1.134803875e+01 +1.134803875e+01 +1.066780388e+02 +1.066780388e+02 +2.1837e-01 +2.6118e+00 +1.7716e+00 -3.6047e+00 -2.9907e+00 -4.1222e+00 -3.4480e+00 +2.0730e+00 +4.1866e+00 +1.1207e+00 -1.9162e+00 +4.9804e+00 +4.0157e+00 +3.2803e+00 -6.1989e-01 +7.9506e-01 +3.8467e+00 +4.0520e+00 -2.4188e+00 +2.9814e+00
16647315 +1.105283660e+01 +1.105283660e+01 +1.063828366e+02 +1.063828366e+02 +2.5715e+00 +3.4077e+00 +1.6811e+00 +2.7312e+00 -1.1664e+00 -1.6438e-01 +4.0658e+00 -6.3095e-01 -1.0122e+00 -3.6817e+00 +2.5488e-01 -6.1959e-01 -7.4287e-01 +4.2607e+00 +3.2367e+00 -5.6979e-01 +4.4044e+00 -1.4633e+00 +2.9976e+00 -4.5246e+00
27342334 +9.230932122e+00 +9.230932122e+00 +1.045609321e+02 +1.045609321e+02 -4.7286e+00 -6.9506e-01 -2.7174e+00 -2.3987e+00 -1.4876e+00 +5.2068e-01 -1.8540e+00 -4.5567e+00 +3.2065e+00 -3.0737e+00 -3.6721e+00 -4.3785e+00 +4.9229e-02 +7.6946e-01 -8.3771e-01 -4.5099e+00 +3.4221e-01 -5.3471e-01 -3.0654e+00 -8.2863e-01
154135261 +9.068320625e+00 +9.068320625e+00 +1.043983206e+02 +1.043983206e+02 -3.1632e+00 -5.7923e-01 -7.4654e-01 -4.3466e+00 -1.5273e+00 -4.1811e+00 -1.8977e+00 +4.5309e+00 +6.4175e-01 +2.0762e+00 +1.4988e+00 +4.0740e-01 -3.1714e+00 +3.7647e+00 -4.3850e+00 -1.9875e+00 -6.3542e-01 +6.4554e-01 +4.0754e+00 +3.4192e+00
% function evaluation | noise-free fitness - Fopt (6.870000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.928860731e+01 +7.928860731e+01 +1.479886073e+02 +1.479886073e+02 -4.4909e+00 -4.9430e-01 -5.7469e-01 -1.5396e+00 +3.9274e+00 -1.4298e+00 +6.7888e-01 +1.4688e+00 -3.8795e+00 -1.9285e+00 +3.3315e+00 -1.5347e+00 -2.4516e+00 +2.6708e+00 -1.6489e+00 +2.2284e+00 +1.5308e+00 +4.8178e+00 -3.1277e+00 -6.7517e-01
3 +5.425250640e+01 +5.425250640e+01 +1.229525064e+02 +1.229525064e+02 -4.2862e-01 +4.4011e+00 -4.0962e+00 -1.5376e+00 +2.8842e-01 +2.9007e+00 +4.4439e+00 +3.0346e+00 +4.3582e+00 +7.5168e-02 -4.6831e+00 -2.1803e+00 +2.6661e+00 +1.3227e-01 -6.9491e-01 +1.2694e-01 +4.3562e+00 +1.1580e-02 -2.9319e+00 +2.4160e+00
9 +5.336190277e+01 +5.336190277e+01 +1.220619028e+02 +1.220619028e+02 -1.4987e+00 -1.1342e+00 -2.6924e+00 +3.8058e+00 +3.0346e+00 -4.0923e-01 -1.3663e+00 -4.5392e+00 +7.4896e-01 -2.7577e+00 -2.3557e+00 +1.2516e-01 +3.5671e+00 -8.6693e-01 -4.3586e+00 +2.7229e+00 +5.0418e-01 -2.7413e+00 +8.5067e-01 -3.1870e-01
18 +3.956093091e+01 +3.956093091e+01 +1.082609309e+02 +1.082609309e+02 +2.4851e+00 +1.1394e+00 +3.8953e+00 -3.2836e+00 +2.9830e+00 -1.0798e+00 +4.0402e+00 -1.9551e+00 -3.8962e+00 +2.4528e+00 +2.1532e+00 -2.6653e+00 +3.5210e+00 -2.3087e+00 +4.1417e+00 +3.1159e+00 +2.6089e+00 -2.9127e+00 +3.6343e-01 +1.2305e+00
22 +3.025062011e+01 +3.025062011e+01 +9.895062011e+01 +9.895062011e+01 -4.0877e+00 -3.8743e-01 -2.1073e+00 +1.0539e+00 -4.7357e+00 -3.3507e+00 -4.5569e+00 -2.0284e+00 +1.2080e+00 +2.7179e+00 -4.7913e+00 -4.5645e+00 +2.5262e-01 +2.7027e+00 +3.3404e+00 -4.2660e-01 -5.3845e-01 -8.3473e-01 -1.7189e+00 +5.3596e-01
252 +1.985546071e+01 +1.985546071e+01 +8.855546071e+01 +8.855546071e+01 -1.0221e-01 -4.6485e+00 +3.7653e+00 +6.5011e-01 -1.1813e+00 +2.7312e+00 +1.0726e+00 +4.4890e+00 -1.9513e+00 -4.6938e+00 +1.7645e+00 +2.0292e-01 -3.1406e+00 +1.6665e+00 +2.9665e+00 +3.4639e+00 -2.8185e+00 +3.3473e+00 +2.6140e+00 -4.1720e+00
95283 +1.795125621e+01 +1.795125621e+01 +8.665125621e+01 +8.665125621e+01 +8.4153e-01 -2.4732e+00 +4.3319e+00 -1.5519e+00 -6.7266e-02 +4.6588e+00 +3.2658e+00 +1.8095e+00 -1.7989e+00 -3.5301e-01 -4.6384e+00 +1.9971e+00 +1.0852e+00 +5.2839e-01 -4.8464e+00 +3.4053e+00 -1.1435e+00 -4.3217e+00 +7.5569e-01 -2.9948e+00
