% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
644 +1.169198825e+05 +1.169198825e+05 +1.159198825e+05 +1.159198825e+05 -1.0309e+00 +1.4475e+00 -4.4472e+00 -1.3080e-01 +3.6833e+00 +1.5056e+00 -8.0655e-02 +6.1903e-01 +4.4781e+00 +1.1503e+00 +3.6815e+00 -3.1956e-01 -1.4054e+00 -3.0753e+00 -3.5943e+00 -4.5185e+00 -6.6508e-01 +4.9128e+00 -4.0712e+00 -5.1516e-01
1489 +6.292327280e+04 +6.292327280e+04 +6.192327280e+04 +6.192327280e+04 -1.4278e+00 +2.8030e+00 -1.2630e+00 +1.6207e+00 -1.6767e+00 +1.9767e+00 +4.0103e+00 +3.8181e+00 +1.6296e+00 +2.2222e-01 +9.7275e-01 -1.5395e+00 +9.3638e-01 -1.7733e+00 -4.5858e+00 -4.9251e+00 +1.6771e+00 +4.7283e+00 -2.7973e+00 +4.8058e+00
7010 +4.675566921e+04 +4.675566921e+04 +4.575566921e+04 +4.575566921e+04 +4.1989e+00 +1.6665e+00 -3.5075e+00 +4.2143e-01 +4.2692e-01 +4.4908e+00 +4.1364e+00 -1.8994e+00 +1.6643e+00 +4.5299e+00 +2.5967e+00 -4.9180e+00 -1.1359e+00 -3.6138e+00 -2.3490e+00 +1.5332e+00 -1.2536e-01 +3.5987e+00 -1.7360e+00 +4.9888e+00
13387 +1.868586597e+04 +1.868586597e+04 +1.768586597e+04 +1.768586597e+04 +3.6227e+00 +4.8769e+00 -3.7653e+00 -1.0927e+00 +1.0090e-01 +1.9854e+00 +2.5108e-01 +2.9654e+00 +4.3379e+00 +2.6333e+00 -5.6857e-01 -1.4219e+00 -3.5302e+00 +1.0099e+00 -4.3382e+00 -4.2286e+00 -1.0300e+00 +4.6064e+00 -1.9304e+00 +4.4255e+00
492886 +1.367014112e+04 +1.367014112e+04 +1.267014112e+04 +1.267014112e+04 +4.8057e+00 +1.3384e+00 -4.5307e+00 +3.7383e+00 -7.9876e-01 +3.6749e+00 -1.0810e+00 +4.4043e+00 +2.1673e+00 +3.5378e+00 +3.9150e+00 -4.5854e+00 +8.0653e-01 +2.8287e+00 -4.9176e+00 -3.2943e+00 -4.1360e+00 +4.2282e+00 -3.3476e+00 +4.2065e+00
546216 +1.162707979e+03 +1.162707979e+03 +1.627079786e+02 +1.627079786e+02 +1.4634e+00 +5.3296e-01 -2.0319e+00 +2.5062e+00 +2.9222e+00 -1.9682e+00 -2.7183e+00 +3.9497e+00 +1.2447e+00 +3.5529e+00 -6.6561e-01 -3.7636e+00 -4.8487e+00 -1.2283e+00 -4.9949e+00 -1.3682e+00 -4.8883e+00 +4.0840e+00 -4.0658e+00 +3.2806e+00
7379985 +1.114761621e+03 +1.114761621e+03 +1.147616212e+02 +1.147616212e+02 +1.5717e+00 +2.8941e+00 -2.8740e+00 -2.3538e-01 +7.9375e-01 -1.7374e+00 +4.3559e+00 +4.4557e+00 +4.0016e-01 +1.4552e+00 -2.9388e+00 -3.4715e+00 -1.5013e+00 +8.9920e-01 -2.4388e+00 -3.8248e+00 -1.3717e+00 +2.6709e+00 -3.4108e+00 +4.0986e+00
16283111 +3.962587310e+02 +3.962587310e+02 -6.037412690e+02 -6.037412690e+02 +1.9069e+00 +2.8315e+00 -1.3494e+00 +2.3760e+00 +1.2838e+00 +2.6377e+00 -6.2985e-01 +3.8678e+00 +1.4581e+00 +3.8336e+00 +7.2318e-01 -3.4251e+00 -2.1464e+00 +1.7179e-01 -3.7919e+00 -3.2259e+00 -1.1033e+00 +3.5881e+00 -4.8615e+00 +4.9394e+00
58760228 +3.462588237e+02 +3.462588237e+02 -6.537411763e+02 -6.537411763e+02 +4.4515e+00 +1.3783e+00 -3.4748e+00 +7.2199e-01 +1.4995e+00 +6.5636e-01 -1.6363e+00 +1.9362e+00 +9.4049e-01 +4.1223e+00 +3.1440e+00 -1.2834e+00 -2.8659e+00 +4.9390e-01 -2.8670e+00 -3.6878e+00 -3.3041e+00 +4.9959e+00 -2.2397e+00 +4.1555e+00
101237458 +3.238827486e+02 +3.238827486e+02 -6.761172514e+02 -6.761172514e+02 +1.2053e+00 +9.6372e-01 -4.0019e+00 -4.0917e-01 +4.2647e+00 -3.6229e+00 +7.0639e-01 -6.2393e-01 +7.4839e-01 +3.1423e+00 -1.0743e+00 -3.2067e+00 -4.3069e+00 -4.8933e-01 -4.2888e+00 -3.3552e+00 -3.4798e+00 +4.9692e+00 -4.1391e+00 +4.6615e+00
% function evaluation | noise-free fitness - Fopt (1.319200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.588397791e+06 +1.588397791e+06 +1.588529711e+06 +1.588529711e+06 +4.7132e+00 -8.5562e-02 -3.7873e+00 -1.7789e+00 +1.4995e+00 +1.6028e+00 +1.2612e+00 -7.1804e-01 +8.3373e-01 +1.5840e+00 +3.2227e+00 +4.4150e-01 -2.8786e-01 -3.0862e+00 -8.1285e-01 +1.6366e+00 +1.4804e+00 -3.1266e-01 +1.3840e+00 +2.8712e+00
6 +1.360360376e+06 +1.360360376e+06 +1.360492296e+06 +1.360492296e+06 +1.2705e-01 +4.4524e+00 +1.8955e+00 -2.1096e+00 +3.6436e+00 -9.0820e-01 -1.9510e+00 +3.8406e+00 +4.6514e+00 -2.2824e+00 +1.0256e+00 -4.2283e-01 -4.8782e+00 +2.6319e+00 +2.4563e+00 +3.9333e+00 -2.6580e-01 -1.6529e+00 -1.0125e-01 -3.4844e+00
7 +1.146156013e+06 +1.146156013e+06 +1.146287933e+06 +1.146287933e+06 -3.9879e+00 -1.0274e+00 -3.2551e+00 -3.4689e+00 +4.2833e+00 +3.6299e+00 -3.7923e+00 -4.1401e+00 -7.3786e-01 +4.2948e+00 -2.4886e-01 -5.5483e-01 -2.3116e+00 +1.6445e+00 +5.2859e-01 -3.6236e+00 +1.9828e+00 +3.3034e+00 +3.6334e+00 -3.0128e+00
9 +1.036980378e+06 +1.036980378e+06 +1.037112298e+06 +1.037112298e+06 -4.7508e+00 +4.3303e-02 -3.5604e+00 -1.1179e+00 -1.1502e+00 +2.5300e-01 +1.4829e-01 +4.5597e+00 +4.3403e+00 -2.1928e+00 +1.2955e+00 +3.1148e+00 +6.1588e-01 -2.5928e+00 +3.0389e-01 +2.4598e+00 +3.2258e+00 +2.1267e-01 +1.3996e+00 +1.3634e-01
10 +5.724341698e+05 +5.724341698e+05 +5.725660898e+05 +5.725660898e+05 +1.5330e-01 +1.2947e+00 -9.9732e-01 -3.1030e+00 +4.1409e-01 -4.5142e+00 -6.3932e-01 +3.0184e+00 -3.2044e+00 -5.6851e-02 -1.5687e+00 +4.5079e+00 -4.8196e+00 +4.7047e+00 +4.1182e-01 +2.9255e+00 +1.6049e+00 -2.2749e-01 -4.9345e+00 -1.8502e+00
491 +5.055468454e+05 +5.055468454e+05 +5.056787654e+05 +5.056787654e+05 +5.2613e-01 +4.0688e+00 -3.6493e+00 +2.1269e+00 +1.4712e+00 -1.4962e+00 -4.4764e+00 +4.0840e+00 +4.3698e+00 -9.4231e-01 -4.6127e+00 +3.0047e+00 -4.6882e+00 +3.6410e+00 +1.0289e+00 -3.0636e+00 -2.2880e+00 -3.0540e+00 +1.7414e+00 +1.6298e+00
1058 +3.088548203e+05 +3.088548203e+05 +3.089867403e+05 +3.089867403e+05 -3.1505e+00 +2.0926e+00 -3.5679e+00 +1.1833e+00 -2.3991e-01 -3.2011e+00 -4.5875e-01 +2.2080e+00 -2.1719e+00 -2.5625e+00 +4.5993e-01 +2.0793e+00 -1.9473e+00 +4.1782e-01 +8.7893e-01 +1.0901e+00 +1.4271e+00 +1.5582e+00 +6.0115e-01 +3.6392e+00
2157 +1.647674583e+05 +1.647674583e+05 +1.648993783e+05 +1.648993783e+05 -1.1297e+00 +1.1672e+00 -3.9635e+00 +4.8652e+00 -2.4414e+00 -9.7620e-01 -3.8834e+00 +2.6432e+00 -3.9995e+00 +2.9975e+00 +4.5333e+00 +3.1485e+00 -2.3146e+00 +1.7136e+00 +6.6559e-02 +1.2295e+00 +1.9314e+00 +2.5528e+00 -3.8008e+00 +4.8584e+00
25794 +1.595053023e+05 +1.595053023e+05 +1.596372223e+05 +1.596372223e+05 -4.7489e+00 +4.4969e+00 -4.6814e+00 -1.9936e+00 +7.7058e-01 -3.6135e+00 -4.7574e+00 +3.2593e+00 +4.4253e+00 +1.1872e-01 -4.3134e+00 +4.8846e+00 -2.9797e+00 +8.7677e-01 +2.4972e+00 -1.2537e+00 +2.1816e+00 -1.2017e+00 +1.6207e+00 +3.7668e+00
60511 +1.442403533e+05 +1.442403533e+05 +1.443722733e+05 +1.443722733e+05 -3.3200e+00 +2.4862e+00 -2.7640e+00 +1.7454e+00 -1.8009e+00 -2.2139e+00 -4.3788e+00 +2.5220e+00 -2.7986e+00 +4.7363e+00 +3.4642e-01 +3.7951e+00 -3.9050e+00 -2.1422e-01 -2.7577e+00 -9.4222e-01 +8.6310e-01 +4.5159e-01 +3.9441e-01 +1.6948e+00
80083 +1.209900566e+05 +1.209900566e+05 +1.211219766e+05 +1.211219766e+05 -4.7057e+00 +3.3379e+00 +5.7653e-01 +3.2977e+00 -2.6757e+00 -1.9934e+00 -4.2324e+00 +3.3565e+00 -1.7694e+00 +7.7334e-01 +3.2193e+00 +4.9346e+00 -3.9814e+00 +3.4175e+00 -2.6146e+00 -4.3332e+00 +2.0106e+00 -5.7308e-02 -6.3716e-01 +2.5560e+00
300246 +9.974984252e+04 +9.974984252e+04 +9.988176252e+04 +9.988176252e+04 -4.6871e+00 +3.1546e+00 -2.0360e+00 +2.2971e+00 -3.8076e+00 -4.0940e+00 -3.8461e+00 +4.0490e+00 -2.4214e+00 +4.0089e-01 -6.7143e-01 +3.9937e+00 -2.1312e+00 +3.7345e+00 +4.4484e-01 -4.3988e+00 +4.9504e+00 -1.3403e-01 +2.8260e+00 -5.5812e-02
695623 +9.754344613e+04 +9.754344613e+04 +9.767536613e+04 +9.767536613e+04 -2.0018e+00 +4.4979e+00 -3.8752e+00 +1.2402e+00 -3.4494e+00 -6.5103e-02 -4.3445e+00 +1.8783e+00 +4.0408e+00 +8.6300e-02 +4.2438e+00 +4.9870e+00 -1.9539e+00 +3.6076e+00 -1.7757e-01 -2.6179e+00 +4.9661e+00 -8.0890e-01 -2.1663e+00 +4.2606e+00
1032995 +6.755127588e+04 +6.755127588e+04 +6.768319588e+04 +6.768319588e+04 +5.9503e-01 +1.5329e+00 -4.7418e+00 +1.8225e+00 -3.2311e+00 -3.6964e+00 -3.2820e+00 +2.9762e+00 +2.7400e-01 +3.7497e+00 -1.7959e+00 +6.7891e-01 -4.1543e+00 +4.9969e+00 -2.1441e+00 -2.0056e+00 +2.4354e+00 +8.1228e-01 -2.9011e+00 +3.4570e+00
1797638 +6.331576390e+04 +6.331576390e+04 +6.344768390e+04 +6.344768390e+04 -3.2683e-02 +4.4875e+00 -3.9497e+00 +7.9626e-01 +1.2787e+00 -4.0820e+00 -4.5424e+00 +4.4188e+00 +4.4765e-03 +4.2770e-02 -4.7259e+00 +3.5929e+00 -4.2816e+00 +4.2947e+00 -9.3110e-01 +2.1659e-01 +2.8059e+00 +2.2551e+00 +2.4905e+00 -1.6040e+00
2788961 +6.240330649e+04 +6.240330649e+04 +6.253522649e+04 +6.253522649e+04 -3.5782e+00 +3.0567e+00 -4.9636e+00 -2.2937e-01 +7.0473e-01 -8.1617e-01 -4.0112e+00 +4.9810e+00 -2.8162e+00 +9.4165e-01 -3.8485e+00 +8.4369e-01 -3.4113e+00 +4.6797e+00 +6.6491e-01 -1.9579e+00 +3.5745e+00 +4.6649e+00 -1.0750e+00 +1.2397e-01
3258000 +6.090493788e+04 +6.090493788e+04 +6.103685788e+04 +6.103685788e+04 -1.1787e+00 +3.1365e+00 -3.0266e+00 +3.4129e+00 -1.7377e+00 -2.0451e+00 -4.7724e+00 +4.1658e+00 +4.9826e+00 -4.4271e-01 +2.8252e+00 +3.5905e+00 -4.0685e+00 +2.3787e+00 +5.7089e-01 -2.7848e+00 +3.4961e+00 +2.7067e+00 +3.4681e+00 +2.5006e+00
4593672 +5.558606836e+04 +5.558606836e+04 +5.571798836e+04 +5.571798836e+04 -4.8473e+00 +4.6499e+00 -3.5798e+00 +1.5825e+00 -1.8666e+00 -4.9238e+00 -3.5353e+00 +4.1818e+00 -4.4907e+00 -1.2792e+00 -3.5228e+00 +1.1017e+00 -2.2657e+00 +2.4244e+00 +8.7153e-01 +5.5130e-02 +3.8038e+00 +8.8949e-01 +6.3547e-01 +1.9626e+00
10317332 +3.410290830e+04 +3.410290830e+04 +3.423482830e+04 +3.423482830e+04 -4.5035e+00 +2.2022e+00 -3.9306e+00 +3.9035e-01 -1.5651e+00 -4.4236e+00 -3.9926e+00 +9.6061e-01 -1.3899e+00 +4.5402e+00 +1.1134e-02 +3.5496e+00 -3.6564e+00 +4.5382e+00 -8.0397e-01 -8.2407e-01 +3.1017e+00 +1.0750e+00 -4.2235e+00 +4.0245e+00
19141693 +3.377867173e+04 +3.377867173e+04 +3.391059173e+04 +3.391059173e+04 -4.6594e+00 +2.4230e+00 -4.9028e+00 +3.3865e+00 -1.6890e+00 -2.0216e+00 -4.7224e+00 +2.7656e+00 -5.6816e-01 +3.1988e+00 -2.2369e-01 +4.6345e+00 -3.4541e+00 +4.6093e+00 -4.2055e+00 -3.2611e+00 +2.5225e+00 +2.8843e+00 +2.2163e+00 +1.7234e+00
20722779 +1.953089515e+04 +1.953089515e+04 +1.966281515e+04 +1.966281515e+04 -4.8150e+00 +3.8751e+00 -4.6683e+00 +9.4469e-01 -1.7381e+00 -4.8263e+00 -4.7486e+00 +4.4744e+00 -2.4188e+00 -1.2856e+00 -2.4479e+00 +4.1087e+00 -3.2779e+00 +3.7259e+00 -1.7104e+00 -4.2328e+00 +3.2689e+00 -1.9229e+00 -1.6125e+00 +3.6165e+00
98330440 +1.826686415e+04 +1.826686415e+04 +1.839878415e+04 +1.839878415e+04 -4.5271e+00 +4.6445e+00 -4.7255e+00 +2.9577e+00 -1.5855e+00 -3.6926e+00 -3.8588e+00 +2.4421e+00 -2.3157e+00 +1.9687e+00 -1.9603e+00 +1.6149e+00 -3.6573e+00 +4.1656e+00 +1.2113e+00 -1.2929e+00 +4.0090e+00 -6.7852e-02 -1.9402e+00 -1.2909e+00
121518776 +8.276635917e+03 +8.276635917e+03 +8.408555917e+03 +8.408555917e+03 -4.1912e+00 +4.2927e+00 -4.6853e+00 +4.7693e-01 +3.8145e-02 -5.2352e-01 -2.9780e+00 +2.3503e+00 -5.2921e-01 +1.7652e+00 -2.3720e+00 +3.7043e+00 -4.9422e+00 +4.4094e+00 -8.3558e-01 -9.2035e-01 +4.9513e+00 +1.0323e+00 -1.6952e+00 +1.1335e+00
% function evaluation | noise-free fitness - Fopt (5.908400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.151016233e+06 +1.151016233e+06 +1.151607073e+06 +1.151607073e+06 +3.8092e+00 -1.5015e+00 -4.3682e+00 -4.3745e+00 -7.1678e-01 +4.3693e+00 -4.7944e+00 -2.2482e+00 +1.2509e+00 +1.1940e+00 +2.9185e+00 -1.5187e+00 +3.9941e+00 +2.0363e+00 -4.5275e+00 +4.9453e+00 +1.0854e-01 +2.0085e+00 +1.3598e+00 +3.9408e+00
2 +1.075192954e+06 +1.075192954e+06 +1.075783794e+06 +1.075783794e+06 +3.9431e+00 +3.3401e+00 -2.2542e+00 -4.7257e+00 -1.3523e+00 +3.4942e+00 +4.5850e-01 +4.1128e+00 +3.5664e+00 -3.2799e+00 -4.0236e+00 -2.5692e+00 +4.9920e+00 -3.8519e-02 -2.2659e-03 -1.8616e-01 -1.4876e+00 +1.7623e+00 -4.8523e+00 -2.9012e+00
3 +5.812400240e+05 +5.812400240e+05 +5.818308640e+05 +5.818308640e+05 -8.7474e-01 +1.5162e+00 +3.9930e+00 -1.5425e+00 +1.8863e+00 -2.0390e+00 -7.6872e-01 -2.8545e+00 -2.6830e+00 -1.6345e+00 +3.3877e+00 +2.0747e+00 +1.0334e+00 +7.8367e-01 -5.2114e-01 -1.3282e+00 +8.8488e-01 +4.0113e+00 -8.8088e-01 +2.8688e+00
5 +5.208205711e+05 +5.208205711e+05 +5.214114111e+05 +5.214114111e+05 -6.2777e-01 -6.7511e-01 +9.7255e-02 +2.1794e+00 -1.1678e+00 -4.4244e+00 -2.8213e+00 -2.9454e-01 -2.1695e+00 +2.9138e-01 +1.0284e+00 +1.9990e-01 -4.0647e+00 +3.9102e+00 -4.3587e-01 -3.4817e+00 -5.4428e-02 +1.6568e+00 -4.5942e+00 -1.8156e+00
16 +2.433208570e+05 +2.433208570e+05 +2.439116970e+05 +2.439116970e+05 -7.6999e-01 +2.3279e+00 +8.8049e-03 +2.6677e+00 +4.9282e+00 +6.0699e-01 +4.0903e+00 +8.6392e-02 +2.6463e+00 +2.2976e+00 -4.7923e+00 -5.6803e-01 +4.7703e+00 +9.7209e-01 -4.6495e+00 -6.2457e-01 -6.0744e-01 +3.8243e+00 +5.5152e-01 +2.6738e+00
19 +2.194697929e+05 +2.194697929e+05 +2.200606329e+05 +2.200606329e+05 -4.1988e+00 -2.1985e+00 -6.3811e-01 +3.6743e+00 +2.5093e+00 +3.1445e-02 +3.4441e+00 -4.1226e+00 +4.9239e+00 -3.4664e+00 -1.6888e+00 -1.7232e+00 +3.8477e+00 +4.3380e+00 +1.9139e+00 -1.3587e+00 -2.0168e+00 -4.1522e+00 -4.1735e+00 +3.4347e+00
40 +1.734599366e+05 +1.734599366e+05 +1.740507766e+05 +1.740507766e+05 +2.7990e+00 -2.3530e+00 +2.9324e+00 +4.7608e+00 +4.6346e+00 -7.8500e-01 +1.5746e+00 -3.0269e+00 +2.5296e+00 -1.9294e+00 -2.8088e+00 -1.7038e-01 -3.8739e-01 -3.6511e+00 -1.9011e+00 -2.6966e+00 -4.8943e+00 +4.6867e-01 +6.0129e-01 -4.6395e+00
129 +1.233305399e+05 +1.233305399e+05 +1.239213799e+05 +1.239213799e+05 -3.9760e+00 +3.7673e-01 +3.0666e+00 +3.7913e-01 +4.6361e+00 -1.3363e-01 -4.7872e+00 -2.8315e+00 +1.0027e+00 +4.5937e+00 +2.3223e+00 -2.2391e+00 -2.2257e+00 +1.6929e+00 +4.3321e+00 -4.2424e+00 -3.1275e+00 +2.9600e+00 +1.2814e+00 -4.3184e+00
353 +1.198331123e+05 +1.198331123e+05 +1.204239523e+05 +1.204239523e+05 +2.5529e+00 -3.2958e+00 -1.7708e+00 +2.1009e+00 +4.3824e+00 +9.7414e-02 +1.7435e+00 -1.1568e+00 +1.8839e+00 -1.7153e+00 -2.7834e+00 -2.6920e+00 +2.9665e+00 -2.3211e+00 +4.9199e+00 +2.2933e+00 -3.1048e+00 -1.6298e+00 -4.9748e-02 -3.4384e+00
549 +1.035293089e+05 +1.035293089e+05 +1.041201489e+05 +1.041201489e+05 -4.1176e+00 +2.1979e-01 +7.2130e-01 +2.0549e-01 -8.6184e-01 -4.0804e-01 +2.3317e+00 +1.3968e+00 +1.7999e+00 +2.1990e+00 -2.8840e+00 -4.9900e+00 +3.4753e+00 -3.6075e+00 +2.8687e+00 +2.2905e+00 -3.7007e+00 -2.1552e+00 +2.2222e+00 +4.4217e+00
1538 +7.431593709e+04 +7.431593709e+04 +7.490677709e+04 +7.490677709e+04 -3.5866e+00 -1.1704e+00 -6.1778e-01 +7.4649e-01 +3.4188e+00 +3.3036e+00 +3.7636e+00 -2.0941e+00 +4.2714e+00 +4.1752e+00 -2.9811e+00 +4.7600e-02 -1.2690e+00 +6.2154e-02 -4.8380e-01 +2.2827e+00 +1.8840e+00 -3.0400e-01 +1.7379e+00 +1.9377e+00
1601 +6.348341384e+04 +6.348341384e+04 +6.407425384e+04 +6.407425384e+04 +8.6469e-01 -3.3765e-01 +2.2583e+00 +4.2755e+00 -6.8848e-03 -1.3684e+00 +3.9150e+00 -2.4399e+00 +4.4766e+00 -2.5513e+00 -4.7700e+00 -2.7323e+00 +1.7184e+00 -5.9360e-01 +2.7355e+00 -2.8483e+00 -2.2787e+00 -2.9257e+00 +5.0029e-01 +3.2086e+00
1727 +5.734094395e+04 +5.734094395e+04 +5.793178395e+04 +5.793178395e+04 +2.5218e-01 -4.8643e+00 +2.6241e+00 +1.1781e+00 +4.3197e+00 +2.1412e+00 -2.5960e+00 +2.6645e+00 +3.1004e+00 +2.9995e+00 -4.2870e+00 +4.4609e+00 +2.0244e+00 -3.8144e+00 +4.7383e+00 +2.1235e+00 -2.3206e+00 -6.9353e-01 +2.1458e+00 +2.3415e+00
1752 +4.604880873e+04 +4.604880873e+04 +4.663964873e+04 +4.663964873e+04 -4.4008e+00 -1.5996e+00 -1.3264e+00 -1.1131e+00 +4.8887e+00 -3.0800e+00 -9.4821e-01 +3.2411e-01 +1.5331e+00 +2.9777e-01 +1.7158e+00 -1.9659e+00 +3.4296e-01 +2.6065e+00 +4.4614e+00 +3.0226e+00 -2.4937e+00 -9.6980e-01 +4.7635e+00 +2.1129e+00
1766 +3.362987457e+04 +3.362987457e+04 +3.422071457e+04 +3.422071457e+04 +4.0778e+00 -1.2860e+00 -1.8159e+00 +4.3441e+00 +4.7999e+00 +3.9322e+00 -2.1573e+00 +9.3238e-02 +3.6896e-01 +2.0865e+00 -3.5271e+00 -1.3929e+00 +1.6392e-01 +2.5851e+00 +4.6269e+00 +4.9833e+00 -3.7749e+00 -4.3131e-01 +1.0154e+00 +9.8082e-01
6034 +3.261900213e+04 +3.261900213e+04 +3.320984213e+04 +3.320984213e+04 -2.1004e+00 -3.1055e+00 +8.6853e-01 +2.6537e+00 +3.8744e+00 +2.1224e-01 -1.9470e+00 +4.7983e+00 +1.6086e+00 +1.9778e+00 -3.2048e+00 -4.4811e+00 +3.8701e+00 -2.1045e+00 +4.9906e+00 +1.4321e+00 -4.9128e+00 -2.8946e+00 +9.7516e-01 +1.0510e+00
12498 +1.003531288e+04 +1.003531288e+04 +1.062615288e+04 +1.062615288e+04 -2.2522e+00 -1.8355e+00 +2.6133e+00 +3.9700e+00 +4.4246e+00 -1.4688e+00 +3.6789e+00 +1.6075e+00 +3.0962e+00 +2.1024e+00 +1.6086e+00 -3.7359e-01 -1.9451e+00 -1.5285e+00 +2.6546e+00 -1.6285e+00 -3.0263e+00 -4.1664e+00 +2.6234e+00 +3.0917e-03
44976 +3.340332668e+02 +3.340332668e+02 +9.248732668e+02 +9.248732668e+02 +9.7360e-01 -1.4767e+00 +2.7807e+00 +4.2603e+00 +4.4716e+00 -2.2567e-01 +3.8137e+00 +1.8524e+00 +2.8994e+00 -9.1890e-01 -4.2854e+00 -6.1253e-01 +2.5514e+00 +5.0674e-02 +3.6507e+00 +3.9808e-01 -4.3919e+00 -6.1659e-02 +7.4726e-01 +3.7800e+00
4876068 +2.477935260e+02 +2.477935260e+02 +8.386335260e+02 +8.386335260e+02 -2.9430e+00 -2.4155e+00 +1.2694e+00 +1.9339e+00 +3.8455e+00 +1.5133e+00 +2.5144e+00 +7.1719e-01 +4.9839e+00 -1.4608e+00 -2.9209e+00 -2.8674e-01 +1.1208e+00 +1.1950e+00 +2.6121e+00 +1.1591e+00 -1.6877e+00 -9.4435e-01 +1.4097e+00 +3.6802e+00
11373991 +2.241247345e+02 +2.241247345e+02 +8.149647345e+02 +8.149647345e+02 -7.3244e-01 -4.8144e+00 +1.0979e+00 +3.1314e+00 +4.4821e+00 +3.0198e+00 +1.9289e+00 -1.1605e+00 +7.1714e-01 -2.7017e-01 -1.9257e+00 -4.2162e+00 +2.0013e+00 -5.4035e-01 +3.0887e+00 -1.4144e+00 -3.6339e+00 -1.3639e+00 +4.6705e+00 -3.9488e-01
25700410 +2.129385700e+02 +2.129385700e+02 +8.037785700e+02 +8.037785700e+02 -1.5075e+00 +4.7993e-01 -4.0704e+00 +6.6405e-01 +4.5594e+00 +7.0631e-01 -6.0894e-01 -3.3065e+00 +4.3739e+00 +7.7925e-01 -8.0991e-01 -6.6089e-01 +1.1725e+00 +1.0024e+00 +3.6597e+00 +2.1560e+00 -4.6639e+00 -1.9097e+00 +3.0818e+00 +4.5783e+00
99451054 +2.053083938e+02 +2.053083938e+02 +7.961483938e+02 +7.961483938e+02 -2.8473e+00 +1.6811e+00 -7.4762e-02 -5.2779e-01 -1.5771e+00 +1.7290e+00 -1.5022e+00 -1.0012e+00 +3.7456e+00 +2.1578e+00 -1.1847e+00 +1.1481e+00 +9.5366e-01 -1.5104e-02 +4.2987e+00 +1.3613e+00 -3.7500e+00 -2.3930e+00 +3.5344e+00 +2.2208e+00
% function evaluation | noise-free fitness - Fopt (5.115000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.195765353e+06 +1.195765353e+06 +1.195816503e+06 +1.195816503e+06 -3.2864e+00 +4.1192e+00 -3.3491e-01 -4.4673e+00 -1.0539e-01 +1.9733e+00 +4.9237e+00 +3.0242e+00 +4.2286e+00 -4.8770e+00 +4.9738e+00 -3.7880e+00 -4.5613e+00 -4.9471e+00 +5.7830e-01 -3.0840e+00 +2.0869e+00 -3.9412e+00 -3.1216e+00 -1.4472e-01
5 +1.021486812e+06 +1.021486812e+06 +1.021537962e+06 +1.021537962e+06 +8.6191e-01 +4.2522e+00 +7.5748e-01 -4.7640e+00 +3.0895e+00 +1.8155e+00 -2.6834e+00 +3.0583e+00 +1.0985e+00 +3.9821e+00 +3.2011e+00 +2.8499e-01 -1.3879e-01 -4.4043e+00 +2.2743e+00 +1.4584e+00 -3.5860e+00 -3.5912e+00 +2.7745e-02 +1.6920e+00
6 +6.360979104e+05 +6.360979104e+05 +6.361490604e+05 +6.361490604e+05 -4.4437e+00 -1.7903e+00 -1.7049e+00 +2.3933e+00 +1.3954e+00 +2.4316e+00 +2.1246e+00 +3.4074e-01 -3.7602e+00 +3.5175e+00 +1.0559e+00 -2.8592e+00 +3.3249e+00 +2.1562e+00 -1.2027e+00 -3.1759e+00 -2.3388e+00 +4.0482e+00 -4.0755e-01 +9.8908e-01
10 +3.742175705e+05 +3.742175705e+05 +3.742687205e+05 +3.742687205e+05 +1.5549e+00 -9.0068e-01 -2.7043e+00 -1.3394e+00 +4.3829e+00 -1.7942e+00 +4.7602e+00 -4.4273e+00 -1.6654e+00 +3.0104e+00 -3.0985e+00 -2.1452e+00 -1.3799e+00 -3.4678e+00 -3.8526e+00 -5.0630e-01 +1.7076e+00 -7.1338e-01 +2.1033e+00 -4.7160e+00
43 +3.063970345e+05 +3.063970345e+05 +3.064481845e+05 +3.064481845e+05 -5.9265e-01 +3.6222e+00 -4.4012e+00 -4.3941e+00 +4.8324e+00 +3.6574e+00 +3.5176e+00 +2.0208e+00 -7.5676e-01 -1.7437e+00 +2.2003e+00 +4.5849e+00 -5.6378e-01 -4.6554e+00 +4.6655e+00 +2.7646e+00 -3.2032e-01 +4.0715e+00 -2.5464e+00 -3.3091e+00
224 +1.720384625e+05 +1.720384625e+05 +1.720896125e+05 +1.720896125e+05 -1.2754e+00 +1.6254e+00 -8.0026e-01 -4.2349e+00 +9.0769e-01 +3.4205e+00 +3.5035e+00 -2.9526e+00 -3.2769e+00 +2.8792e+00 +4.7007e-01 +2.9087e+00 +1.8118e+00 +4.0979e-01 -1.5428e+00 +9.3544e-01 +1.1780e+00 -4.3247e+00 +4.6634e+00 -3.7771e+00
