% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4280943 +7.181434029e+00 +7.181434029e+00 +2.211914340e+02 +2.211914340e+02 -1.7973e+00 +1.0073e+00 +2.0967e+00 +7.3481e-01 -8.0459e-01 +1.9507e-01 +1.0807e+00 +5.7771e-01 +2.4117e-01 +6.9902e-01 -1.0795e+00 +1.1197e+00 -4.5504e-01 +5.2294e-01 -2.9770e+00 +2.1288e+00 +9.3948e-01 +2.4148e+00 -1.4838e+00 -2.7979e+00
194713004 +6.783821503e+00 +6.783821503e+00 +2.207938215e+02 +2.207938215e+02 +1.5089e+00 -2.2439e+00 -2.2905e+00 -2.7230e+00 +1.9451e+00 +2.1769e+00 -2.1191e+00 -9.6950e-01 -4.8937e-01 +1.3638e-01 -1.2206e+00 +9.8944e-01 +2.0304e+00 +6.3945e-01 +3.3275e-01 -8.6656e-01 +3.2227e+00 -1.0845e-01 -6.2443e-01 +3.9669e-01
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.352333973e+01 +4.352333973e+01 -1.495666027e+01 -1.495666027e+01 +7.3103e-01 -3.1126e-01 -1.1696e+00 -3.6311e+00 +8.5500e-01 +4.4795e+00 -2.5264e+00 -8.2949e-01 +4.2109e+00 -9.4386e-01 -3.9293e+00 -4.9380e+00 -2.8857e+00 -9.3992e-01 -1.9000e+00 +4.5941e+00 +2.3068e+00 -1.9767e+00 -1.2243e+00 -1.1623e-03
2 +3.253381106e+01 +3.253381106e+01 -2.594618894e+01 -2.594618894e+01 -3.9942e-01 +1.6841e+00 +2.5087e-01 -4.0433e+00 +3.1122e-01 -1.0092e+00 -2.2079e-01 +1.0619e+00 -1.3611e+00 -3.9641e+00 -1.9601e+00 +4.9699e-01 +3.7390e+00 +1.1730e+00 +2.3609e+00 -4.4041e+00 +2.2431e-01 -2.6378e+00 +2.3728e-01 +4.8041e+00
10 +2.750338860e+01 +2.750338860e+01 -3.097661140e+01 -3.097661140e+01 -3.6729e+00 -1.3932e+00 -2.7754e+00 -2.2975e+00 +2.5852e+00 +2.0508e+00 +2.1894e+00 -3.1213e+00 +8.7863e-01 -2.6786e+00 -2.1428e+00 -2.0135e+00 +2.7547e+00 -2.5742e-01 -4.1538e+00 +8.0544e-02 -1.2422e+00 +4.7969e-01 -1.6117e+00 +1.5416e+00
26 +2.648756153e+01 +2.648756153e+01 -3.199243847e+01 -3.199243847e+01 -1.6451e-02 -1.5740e-01 -3.5515e+00 +1.2825e+00 -7.8373e-01 -9.5310e-01 +2.5344e+00 +3.7052e+00 -1.2367e+00 +2.8371e+00 -3.5408e+00 -2.7879e+00 +2.2600e+00 +1.6358e-01 +2.1128e+00 -3.4128e+00 +3.3702e+00 -2.0416e+00 -2.4137e+00 -8.8211e-04
59 +1.944861353e+01 +1.944861353e+01 -3.903138647e+01 -3.903138647e+01 +3.9336e-01 -1.7286e+00 -9.8583e-01 +3.6398e+00 -1.0916e+00 +2.3138e-01 +3.8370e+00 +2.8926e+00 -3.2393e-01 +8.9623e-01 +2.3294e+00 +1.5985e+00 +4.6137e-01 +1.0846e-01 -1.6496e-01 -2.7105e-01 +1.3465e+00 +1.0745e+00 -3.2987e+00 -1.4925e+00
206 +1.379401700e+01 +1.379401700e+01 -4.468598300e+01 -4.468598300e+01 +1.8936e+00 +1.6515e+00 +2.7458e-01 -3.6045e+00 +1.4724e-01 +4.6819e-01 +3.6112e-02 -3.1354e+00 -7.1074e-01 +2.1121e+00 +2.7194e+00 -3.0522e+00 -1.5410e+00 +1.0052e+00 +2.5246e+00 +1.2007e+00 +5.5422e-01 +2.5554e+00 +2.5280e+00 -2.3057e+00
8084 +1.309426979e+01 +1.309426979e+01 -4.538573021e+01 -4.538573021e+01 -3.1407e+00 +4.3670e+00 +1.2046e+00 +8.2422e-01 +4.1513e+00 -8.1415e-01 -1.0385e-01 -1.2551e+00 -6.3622e-01 -1.0539e-01 +7.7442e-01 -4.2863e+00 -2.2073e+00 -2.4744e+00 +4.7547e+00 -1.5274e+00 +2.7972e-01 +2.4423e+00 +6.4297e-02 -2.1395e-01
28366 +1.251093610e+01 +1.251093610e+01 -4.596906390e+01 -4.596906390e+01 +1.1126e+00 +1.3106e+00 -3.3661e+00 +1.4691e+00 -2.3629e+00 -4.4306e-01 +2.3383e+00 +1.3600e+00 -1.0282e+00 +1.4865e+00 +4.0811e+00 -3.7092e+00 +1.8465e+00 +3.0092e-01 +1.7095e+00 -1.8343e+00 +7.4851e-01 -2.6484e+00 +4.8818e-01 +1.4451e+00
28577 +1.158928549e+01 +1.158928549e+01 -4.689071451e+01 -4.689071451e+01 -4.7328e-01 +6.7883e-01 -2.3050e-01 +3.1930e+00 -1.6053e+00 +3.8428e-01 -1.9929e-01 +1.2124e-01 -2.6372e+00 +4.2024e+00 +1.0839e-01 -3.8718e+00 -2.1672e+00 +4.5920e+00 +3.5189e+00 +8.0729e-01 +1.2747e+00 -1.1519e+00 -1.7373e-01 +6.9713e-01
49805 +9.445417471e+00 +9.445417471e+00 -4.903458253e+01 -4.903458253e+01 -2.1807e+00 +4.2407e+00 -1.8424e+00 +5.6786e-01 -6.4146e-01 +1.4998e+00 -8.4568e-01 +1.6385e+00 -2.3099e+00 -1.7220e+00 +9.5008e-01 -4.1062e+00 -1.4761e+00 +1.5963e+00 +2.1946e+00 -4.0255e+00 -1.9650e+00 -1.1150e+00 -1.9650e+00 +3.7545e+00
488192 +7.901138235e+00 +7.901138235e+00 -5.057886176e+01 -5.057886176e+01 -7.4691e-01 +2.1416e+00 +2.6696e+00 +2.3376e+00 +1.6936e+00 +1.0527e+00 +8.1660e-01 +2.8010e+00 +1.1138e+00 +2.6941e+00 +1.1005e+00 -3.6500e+00 -7.3122e-01 +1.7456e+00 +2.6142e+00 -1.5972e+00 +3.1418e+00 +1.9633e-01 +1.1947e+00 +9.8407e-01
2364008 +7.027648309e+00 +7.027648309e+00 -5.145235169e+01 -5.145235169e+01 -2.8316e+00 +7.3633e-01 +1.9175e+00 +1.0367e-01 +1.8064e+00 +1.2643e+00 +5.6382e-01 -2.1539e+00 +1.3086e+00 +7.6499e-01 -5.7960e-01 -7.2074e-02 -2.5818e+00 -2.5274e+00 +2.8619e+00 -1.2087e+00 +9.0329e-01 -2.9157e-02 +9.9150e-01 -1.0421e+00
34602451 +6.818699820e+00 +6.818699820e+00 -5.166130018e+01 -5.166130018e+01 -5.8791e-01 +2.1601e+00 -3.5218e-01 -1.6356e+00 +2.3492e+00 +1.3512e+00 +1.3779e+00 +2.1069e+00 -1.1662e+00 +1.3872e+00 -1.0642e+00 +9.8116e-02 -1.6252e+00 -1.4124e+00 +1.5241e+00 -2.5122e+00 +2.4589e+00 -4.4331e-01 -2.7028e+00 -5.4840e-01
169316182 +6.409101783e+00 +6.409101783e+00 -5.207089822e+01 -5.207089822e+01 +9.1866e-02 -4.8885e-02 +3.1120e-01 +7.5846e-01 +5.0179e-01 -1.3006e+00 +6.9359e-01 -1.8529e+00 -1.0712e+00 -2.3301e-01 -4.4824e-01 -3.7557e+00 -3.6293e-02 -9.7067e-01 +4.5785e+00 +3.3394e-02 +1.5384e-01 -1.5448e+00 +1.3106e-01 +2.9360e-01
% function evaluation | noise-free fitness - Fopt (-6.130800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.076882887e+02 +1.076882887e+02 -5.053917113e+02 -5.053917113e+02 +2.0083e+00 +2.7634e+00 -4.8461e+00 +1.0386e+00 +4.6630e+00 -3.3651e-01 +4.0924e+00 -4.2497e+00 +3.4264e+00 -4.9350e+00 +4.0681e+00 +3.1729e+00 +4.0438e+00 +2.9329e+00 +4.5803e+00 -1.2817e+00 -2.1068e+00 +8.2053e-01 +1.3344e+00 +4.1775e+00
2 +3.327547114e+01 +3.327547114e+01 -5.798045289e+02 -5.798045289e+02 -2.3248e+00 +2.4117e+00 -1.4449e-01 -2.3572e+00 -3.4445e+00 -2.7106e+00 -3.4209e+00 -3.4260e+00 -4.4264e+00 +8.3906e-01 +3.2177e-01 -3.6887e+00 +3.1077e-01 +1.0677e+00 +3.5704e+00 -1.0136e+00 +4.3461e+00 +6.1339e-01 -3.6184e+00 -4.3686e+00
11 +3.002125680e+01 +3.002125680e+01 -5.830587432e+02 -5.830587432e+02 -1.7117e+00 -8.1642e-01 -3.0730e+00 -1.9964e+00 +3.6806e+00 -9.1028e-01 +5.5104e-01 +3.9595e+00 -3.1558e+00 +3.7449e+00 -2.8355e+00 +4.7173e-01 -9.1013e-01 +9.6331e-01 -4.7022e+00 -1.4835e+00 -2.1459e+00 -3.4162e+00 -4.8845e+00 +4.3633e-01
22 +2.672428561e+01 +2.672428561e+01 -5.863557144e+02 -5.863557144e+02 +1.0579e+00 -3.2391e+00 -7.1203e-01 -2.8393e+00 +5.9098e-01 +9.5060e-01 -2.8573e+00 +1.4425e-02 -4.1427e-01 +2.9158e+00 +3.1964e+00 +4.1384e+00 +1.7259e+00 -4.4810e-01 +4.5287e+00 -2.4055e+00 -9.0617e-02 +4.5533e-01 -1.4444e+00 -4.4598e+00
109 +1.822029487e+01 +1.822029487e+01 -5.948597051e+02 -5.948597051e+02 +2.8543e+00 -3.4637e-01 -3.7667e+00 -9.8443e-01 -3.6883e+00 -1.8843e+00 -1.0312e+00 -2.2822e+00 +2.6020e+00 -3.7973e-01 -1.3774e-01 +1.8434e-01 +2.2708e+00 +2.0224e+00 -1.0894e+00 -2.2189e+00 -2.7298e+00 +2.9173e+00 +8.6472e-01 -3.5322e+00
192 +1.658703878e+01 +1.658703878e+01 -5.964929612e+02 -5.964929612e+02 -1.6389e-01 -1.3499e+00 -4.0030e-02 -2.9190e+00 -2.7288e+00 +2.7190e+00 -4.6638e-01 +4.7253e-01 +1.5224e-01 -2.2680e+00 -5.7405e-01 -6.3600e-01 -2.9361e+00 -2.2482e+00 -2.3227e+00 -3.4108e-01 +5.8624e-01 -8.3096e-01 +3.7832e+00 -2.0660e-01
879 +1.322300471e+01 +1.322300471e+01 -5.998569953e+02 -5.998569953e+02 +4.8909e+00 +5.2931e-01 +2.4188e+00 -2.4502e+00 -2.1500e+00 +2.6667e+00 -2.9768e-01 -9.8520e-02 -2.3339e+00 +2.2738e+00 +1.3362e-01 -8.3722e-01 +4.2972e-02 +2.0460e-02 +3.7567e-01 -2.5155e+00 -2.9981e+00 +4.8498e+00 +1.7957e+00 +3.1219e-01
12809 +1.047771779e+01 +1.047771779e+01 -6.026022822e+02 -6.026022822e+02 +2.2312e+00 +9.7229e-01 +4.4452e+00 -8.1999e-01 -1.2215e+00 +1.0005e+00 -3.4181e+00 -1.0043e+00 -3.7327e+00 +8.0202e-01 +2.6163e+00 -7.6708e-01 +1.3534e+00 +7.5104e-01 -3.6246e-02 -3.1921e+00 -1.0309e+00 +4.5327e+00 +1.5781e+00 -7.4859e-01
46927 +1.007507522e+01 +1.007507522e+01 -6.030049248e+02 -6.030049248e+02 -1.2858e+00 -1.2674e+00 +3.1057e-01 -2.0506e+00 -1.6374e+00 +1.3806e-01 -2.1045e+00 +3.5277e-01 -4.1737e+00 -1.6193e+00 -2.3691e-02 +1.9682e+00 +1.7491e+00 +2.4481e+00 -7.3200e-02 -6.4766e-01 +2.0799e+00 +7.8414e-01 +1.7386e+00 +6.3510e-01
100375 +9.374994014e+00 +9.374994014e+00 -6.037050060e+02 -6.037050060e+02 -1.9979e+00 -7.8757e-01 -9.0431e-01 -8.7773e-01 -7.4363e-01 -6.2734e-01 -6.8298e-01 +2.1844e+00 -1.8717e+00 +3.2830e-01 +1.4146e+00 -1.6131e+00 +4.5920e-01 -2.5072e+00 -8.0395e-01 +8.7722e-01 +5.9562e-01 -1.8948e+00 -9.1333e-01 -1.3957e+00
2354216 +9.154627230e+00 +9.154627230e+00 -6.039253728e+02 -6.039253728e+02 -2.2656e+00 -2.2305e+00 +3.1608e-01 -1.6036e+00 -2.7902e-01 -6.2573e-01 +4.8305e-01 +1.8006e+00 -2.5301e+00 +3.5267e+00 -2.9950e+00 +8.2690e-01 +2.3463e+00 -3.9489e-01 -1.5537e+00 -7.9576e-01 +1.4784e+00 -1.0399e+00 +6.6245e-01 -4.2998e-01
2478170 +9.065730861e+00 +9.065730861e+00 -6.040142691e+02 -6.040142691e+02 +7.2903e-01 +2.3605e+00 -5.2881e-01 -4.1648e+00 -6.0073e-01 +1.6540e+00 +1.2720e+00 -2.1661e+00 -2.8965e-01 -4.6070e+00 +4.0214e+00 -1.3015e+00 -2.1475e+00 -6.9622e-01 +9.2554e-01 -5.1652e-01 -2.2667e+00 +2.2307e+00 +8.3168e-01 -2.8616e+00
4565515 +8.891100408e+00 +8.891100408e+00 -6.041888996e+02 -6.041888996e+02 -2.3221e+00 -1.8333e+00 -4.2039e+00 +1.1124e+00 +1.3512e+00 -2.5258e+00 +1.0072e-01 +6.6836e-01 +7.0758e-02 +1.5860e+00 -7.8577e-01 +1.9909e+00 -8.1434e-01 +2.4845e+00 +1.0780e-02 +4.3023e+00 +1.5822e+00 -2.0829e+00 -2.2139e+00 -9.3067e-01
4641340 +7.838119809e+00 +7.838119809e+00 -6.052418802e+02 -6.052418802e+02 -1.2344e+00 -7.5619e-01 -5.3952e-01 -1.5270e+00 +3.1892e+00 -2.8721e+00 -2.8114e-01 +3.4192e-02 +1.1870e+00 +4.0256e+00 -1.6445e+00 +1.8385e+00 +1.6460e-01 -3.7902e-01 -1.5380e+00 +2.1033e+00 -4.9990e-02 -1.4504e+00 +1.7816e+00 -5.3166e-01
15400115 +7.759435618e+00 +7.759435618e+00 -6.053205644e+02 -6.053205644e+02 +8.3561e-02 -8.2852e-01 -1.1960e+00 -1.4798e+00 -1.5193e+00 -1.0057e-02 +1.7520e+00 +1.9478e+00 -2.1693e+00 -1.6030e+00 +8.2288e-01 -4.2317e-01 -5.4606e-01 +1.9205e+00 +3.4218e+00 -2.7687e+00 -3.2714e-01 +7.7147e-01 +5.8179e-01 -2.5750e+00
59821378 +7.470712669e+00 +7.470712669e+00 -6.056092873e+02 -6.056092873e+02 +9.6503e-01 -1.3594e+00 -2.2729e+00 +1.7792e-01 +1.0944e+00 -1.2459e-02 -6.0540e-01 -3.0095e+00 -8.9806e-01 +3.7991e-01 -2.0379e+00 -1.0047e-01 -4.3513e-01 +9.0349e-01 +2.4056e+00 +1.7010e+00 -1.9093e+00 -6.7470e-02 -1.1614e+00 +4.5582e-01
70343548 +6.628951360e+00 +6.628951360e+00 -6.064510486e+02 -6.064510486e+02 +2.7383e+00 -1.4995e+00 +8.8570e-01 -6.4377e-01 +2.7925e-01 +6.7252e-01 -4.3721e-01 -1.6745e+00 -3.9257e-01 -1.7335e+00 -8.3902e-01 +1.1291e+00 +4.9695e-01 +1.3274e+00 +1.0021e+00 -2.0717e+00 -1.2480e+00 +2.7297e+00 -7.7265e-01 +1.2862e-01
96992542 +6.557460478e+00 +6.557460478e+00 -6.065225395e+02 -6.065225395e+02 -2.0681e+00 +5.2626e-02 -1.0155e+00 -1.3056e+00 +2.2857e-01 -3.6019e-01 -1.3613e+00 +1.0261e+00 -2.5160e+00 +1.6485e+00 -2.2443e+00 +4.6832e-01 -3.3939e-01 -4.8812e-01 +1.8091e+00 +1.8952e+00 -2.0159e+00 -4.0308e+00 -6.1852e-01 -1.5489e+00
% function evaluation | noise-free fitness - Fopt (3.670000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.185068894e+01 +5.185068894e+01 +8.855068894e+01 +8.855068894e+01 -4.0697e+00 +1.6043e+00 -3.9222e+00 -4.7791e+00 +4.6680e+00 +4.7467e-01 -1.3947e-01 -3.1092e-01 -2.5507e-01 +7.0999e-01 -3.2467e+00 +2.0160e+00 +2.9819e-01 -3.2934e+00 +3.8227e+00 -8.6694e-01 +7.9931e-01 -3.3095e+00 -6.3021e-01 -4.8839e+00
2 +3.648340155e+01 +3.648340155e+01 +7.318340155e+01 +7.318340155e+01 +2.2535e-01 -4.6180e+00 -4.8862e-02 +4.3061e-01 -3.8537e+00 -3.5100e+00 -3.0067e+00 +2.5234e+00 +2.7593e+00 -2.2816e+00 +4.7410e+00 +2.9896e+00 -1.7322e+00 +1.7138e+00 -2.6721e+00 -1.5848e+00 -1.6061e+00 -3.3383e-01 -4.7464e+00 +6.4328e-01
13 +3.545433939e+01 +3.545433939e+01 +7.215433939e+01 +7.215433939e+01 -1.4103e+00 -2.5864e+00 +4.3519e+00 +2.3752e+00 -1.5745e+00 -3.1030e+00 -3.5703e+00 -4.4441e-01 -3.0898e+00 +4.6316e+00 +4.8738e+00 +8.8438e-01 +6.3435e-01 -2.7817e-01 +2.1690e+00 +2.4964e+00 +5.0770e-04 +1.1893e+00 +2.4361e+00 +1.0428e+00
34 +3.376381009e+01 +3.376381009e+01 +7.046381009e+01 +7.046381009e+01 -4.1400e+00 -3.8222e+00 +5.1394e-01 -2.6176e+00 +8.9604e-01 +1.9795e+00 +8.7889e-01 +1.3844e+00 -1.6132e+00 +3.7263e+00 +3.6672e-01 +6.6687e-01 -4.0142e+00 +3.6517e+00 +1.9800e+00 +4.6735e+00 -2.6450e+00 -8.9923e-01 -2.7783e+00 -7.3126e-01
51 +2.954030514e+01 +2.954030514e+01 +6.624030514e+01 +6.624030514e+01 +8.5354e-01 +9.1069e-01 -7.8069e-01 +4.0003e+00 +2.1042e-01 -4.9626e+00 -1.1666e+00 -2.2471e+00 -1.8215e+00 -4.5912e+00 +1.3618e+00 +2.5750e+00 +1.0297e+00 -2.3560e+00 +4.1490e+00 +3.8305e+00 -7.6597e-01 -3.9500e+00 -2.5655e+00 +3.5155e+00
81 +2.539957512e+01 +2.539957512e+01 +6.209957512e+01 +6.209957512e+01 +2.0505e+00 -2.6324e-01 +2.4207e+00 +2.6130e+00 +4.5452e+00 +1.4208e+00 -1.9961e-01 +3.3987e+00 -1.9419e+00 -3.9480e+00 -3.8148e+00 -2.3520e+00 +1.0111e+00 -3.5561e-01 +9.3858e-01 +3.1186e+00 +1.1964e+00 +8.8519e-01 -1.4034e+00 +3.0936e-01
109 +2.134080860e+01 +2.134080860e+01 +5.804080860e+01 +5.804080860e+01 -1.2147e+00 +3.1295e-01 +6.4590e-02 -2.4468e+00 +1.2851e+00 +6.5231e-01 -1.3546e+00 -3.4110e+00 -4.0151e+00 +2.3513e+00 +1.7440e+00 -3.8776e+00 -1.2200e+00 +1.6892e+00 +6.3312e-01 -1.5177e+00 -2.8451e+00 -2.5466e+00 -3.8460e+00 +1.1924e+00
202 +1.485130221e+01 +1.485130221e+01 +5.155130221e+01 +5.155130221e+01 -4.3527e-01 +2.0842e+00 +2.4456e+00 +4.6193e-01 +2.1294e+00 -3.7169e+00 +1.6572e-01 -3.2931e-01 -1.0593e-01 -2.6082e+00 -1.2041e+00 -1.2234e+00 +5.8916e-01 -1.5762e+00 +3.4161e+00 -1.3255e+00 +4.6022e-01 +8.6068e-01 -3.7025e+00 +1.7009e+00
1970 +1.338381165e+01 +1.338381165e+01 +5.008381165e+01 +5.008381165e+01 -3.6410e+00 -4.7830e-01 +1.0918e+00 +2.4677e+00 -9.7873e-01 +3.2580e-01 +7.5298e-01 +7.8777e-01 +2.5136e+00 +2.9619e-02 -2.7964e+00 -4.4859e+00 -1.8399e+00 +4.8786e-01 +2.1379e+00 +1.4805e+00 -3.1688e-01 +1.2638e+00 -7.6096e-02 +1.8572e+00
5937 +1.258696655e+01 +1.258696655e+01 +4.928696655e+01 +4.928696655e+01 -3.1431e+00 +1.2403e+00 -1.3326e+00 -2.3753e-01 -2.0872e+00 +1.7790e+00 +3.7428e-01 -2.1111e+00 +8.5470e-02 -2.1146e-01 +1.2403e+00 +3.5781e-01 -1.4522e+00 -2.8112e+00 +1.4622e-02 +2.3815e-01 -6.8259e-01 -2.5041e+00 -1.0873e+00 +3.3833e+00
36996 +1.211305708e+01 +1.211305708e+01 +4.881305708e+01 +4.881305708e+01 +1.2519e+00 -2.8259e+00 +2.7047e-01 +2.5787e+00 -3.0192e+00 +5.6314e-01 +2.4983e+00 +7.5983e-01 +9.4388e-01 -1.2951e+00 -3.5403e+00 -2.0192e+00 -2.2031e+00 +1.5139e+00 +1.0230e+00 +4.2415e-01 +3.3585e-02 -1.8897e+00 +1.5396e+00 +1.0920e+00
121456 +1.117422482e+01 +1.117422482e+01 +4.787422482e+01 +4.787422482e+01 -3.5374e-01 +8.5852e-01 +3.1665e-02 -3.6337e-01 -2.7442e+00 -2.6592e+00 +1.4777e+00 +3.1557e+00 +1.0639e+00 +1.2385e-01 -2.7282e+00 +2.4717e+00 -8.1580e-01 -5.0868e-01 -4.4872e+00 -3.2341e+00 +4.1876e-01 -1.1531e-01 +1.2857e+00 -3.7700e-01
229143 +1.044638749e+01 +1.044638749e+01 +4.714638749e+01 +4.714638749e+01 -2.3674e+00 -1.0397e+00 +1.6310e-01 -1.9010e-01 +2.8918e+00 -1.0871e+00 -3.0132e-01 +3.3835e+00 -8.9325e-02 +1.7402e+00 +1.6101e+00 -5.9713e-01 +4.6899e-01 +2.0538e+00 +1.0487e-01 -1.1624e-02 +6.9701e-01 +1.0048e+00 -3.2344e-01 -1.1355e+00
511670 +1.009320502e+01 +1.009320502e+01 +4.679320502e+01 +4.679320502e+01 -1.8815e-01 -1.5438e-01 -7.9286e-02 -1.5427e+00 -4.9585e-01 -1.7511e-01 +1.7144e+00 +5.0999e-01 -4.4837e-02 +3.4698e+00 +2.3821e+00 +1.2426e+00 +1.4411e+00 +2.1132e+00 +1.5337e+00 +1.1175e+00 -1.2414e+00 +1.3704e+00 +5.1817e-01 -2.3451e+00
877692 +9.704155012e+00 +9.704155012e+00 +4.640415501e+01 +4.640415501e+01 -2.9640e-01 +2.9638e+00 -3.9838e+00 -1.7951e+00 -1.8895e+00 +1.8329e+00 -1.5338e+00 -8.1999e-01 +2.9222e+00 -3.2926e+00 -2.1788e+00 +1.4145e-01 +1.4911e+00 -9.2387e-01 +8.5324e-01 +1.8940e+00 -1.4782e+00 +5.7620e-02 -1.1708e-01 +1.8847e+00
1144026 +9.361467791e+00 +9.361467791e+00 +4.606146779e+01 +4.606146779e+01 -8.1066e-01 -3.0389e+00 -8.3884e-01 -1.0581e+00 +1.1225e+00 -1.2634e+00 +2.1965e+00 +3.5003e+00 -9.2173e-01 +8.6771e-02 -1.3586e+00 +1.9884e-01 -2.5331e+00 +7.5856e-01 -1.1014e+00 -1.6262e+00 +8.1661e-01 -3.5213e-01 -9.9885e-01 -2.9806e+00
1997398 +8.025001876e+00 +8.025001876e+00 +4.472500188e+01 +4.472500188e+01 -2.9546e+00 +1.8279e+00 +3.4740e-01 +2.3758e-01 -1.0346e+00 +9.5255e-01 +3.3081e-01 -1.3744e+00 -1.1529e+00 +9.6649e-01 -3.3626e-01 +9.7449e-02 +1.3270e+00 -2.6674e+00 -9.5690e-01 -7.4969e-01 -2.9542e-01 +1.2706e+00 -4.8278e-01 +3.3550e+00
33810701 +7.311303688e+00 +7.311303688e+00 +4.401130369e+01 +4.401130369e+01 +5.7371e-01 +3.1443e+00 -2.0066e+00 +3.3108e+00 +2.2832e+00 +1.6765e+00 -3.7083e+00 -3.3772e+00 -2.7995e+00 -3.6194e+00 -6.7909e-01 -1.2897e+00 -6.1574e-01 -1.8361e+00 +1.9646e+00 -4.2913e+00 -2.9568e+00 +9.3863e-01 +1.5744e+00 +1.5036e+00
76115379 +7.172838494e+00 +7.172838494e+00 +4.387283849e+01 +4.387283849e+01 +4.2736e-01 -5.2957e-01 -7.4637e-04 +7.3130e-01 +3.8428e-01 -3.4661e-01 -3.2630e-01 +1.4514e-01 -5.0277e-01 -2.4215e+00 +1.1498e+00 +1.3498e+00 -1.9214e+00 -1.4596e+00 -9.3416e-01 -1.1859e+00 -3.5318e+00 -9.2584e-01 -4.6279e-01 +9.4009e-01
% function evaluation | noise-free fitness - Fopt (-3.813000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.022204674e+01 +3.022204674e+01 -7.907953264e+00 -7.907953264e+00 +1.1085e+00 -3.9440e+00 +1.2555e+00 +6.8219e-01 -2.4326e+00 -3.5409e+00 -3.3262e+00 -6.6068e-01 +4.8221e-01 +7.7470e-01 -2.4916e+00 +7.9648e-01 +3.0300e+00 +2.1611e+00 +3.8624e+00 +3.3796e+00 +1.7911e+00 -1.8455e-01 +1.4010e+00 -8.2276e-01
23 +3.015860079e+01 +3.015860079e+01 -7.971399212e+00 -7.971399212e+00 -3.8507e+00 +3.7206e+00 +2.9177e+00 +9.3695e-01 -1.4034e+00 -2.8484e+00 -3.4325e+00 -2.1154e+00 -3.7952e-01 -8.4952e-01 -1.7004e+00 -4.5307e+00 +1.0423e+00 -1.5056e+00 -4.0899e+00 -2.8141e+00 -3.5667e-01 +3.3914e+00 +9.8723e-01 +3.3211e+00
41 +2.758648738e+01 +2.758648738e+01 -1.054351262e+01 -1.054351262e+01 -8.4442e-01 +3.3157e+00 -9.4052e-01 +4.6214e-01 +2.2797e-01 -1.6935e+00 -2.9832e+00 +2.9662e+00 +2.0797e+00 -6.9034e-01 -2.7771e+00 +5.3739e-01 +1.8765e+00 -1.9350e+00 -2.0476e+00 +8.9495e-01 -4.6802e+00 -1.4318e+00 +4.8638e+00 +1.4265e+00
50 +1.582902887e+01 +1.582902887e+01 -2.230097113e+01 -2.230097113e+01 -7.4068e-01 -2.4382e-02 -1.2509e-01 +3.1939e+00 -2.9308e+00 +6.5105e-01 +2.8670e+00 +3.7695e+00 -8.6722e-01 -1.6053e+00 -2.0749e+00 +2.2966e+00 +4.4320e+00 +3.4764e+00 +2.6256e-01 -1.0932e+00 +9.3753e-01 +3.2733e+00 -1.5717e+00 +4.1861e+00
1562 +1.530859074e+01 +1.530859074e+01 -2.282140926e+01 -2.282140926e+01 +4.1230e+00 -2.4006e-01 -1.1939e+00 +2.7092e+00 -3.8803e-01 +2.6721e+00 -2.4718e-01 +3.5314e+00 -1.1158e+00 +1.3530e-01 -1.6895e+00 +1.4290e+00 -6.8665e-01 +3.2772e+00 +2.7515e+00 +1.0113e+00 +2.1155e+00 +1.0757e+00 -5.2705e-01 +3.5497e+00
3769 +1.504593659e+01 +1.504593659e+01 -2.308406341e+01 -2.308406341e+01 -1.0224e+00 -2.0144e+00 -1.6190e+00 +1.0817e+00 -4.1428e+00 -4.0060e-01 -9.2941e-02 -4.6349e+00 -3.3669e-01 +2.7338e+00 +1.8924e-01 +8.1977e-01 -2.2755e+00 +2.9093e+00 +1.9809e-03 +3.7108e+00 +1.4537e+00 +2.8895e+00 +2.4840e+00 -2.2671e-01
14429 +1.476571229e+01 +1.476571229e+01 -2.336428771e+01 -2.336428771e+01 -2.6483e+00 +5.7268e-01 -5.3205e-01 -1.6865e+00 -1.3927e+00 +3.9317e+00 -5.5649e-01 +2.0504e-02 -9.1093e-01 -3.4110e+00 +3.6928e-01 -1.8580e+00 -8.3221e-02 +3.3931e-02 -3.0276e+00 +5.6432e-01 +2.9198e+00 -5.7822e-01 +1.4415e+00 +1.2331e+00
15872 +1.392935354e+01 +1.392935354e+01 -2.420064646e+01 -2.420064646e+01 +2.3474e+00 -6.3093e-01 +5.9524e-02 -7.7875e-01 +1.0549e-01 -2.1874e+00 -2.1309e+00 -4.1516e+00 -3.2902e+00 +7.0106e-01 -1.7223e+00 -1.2250e+00 +4.2537e-01 -1.9637e+00 +2.6441e-01 -2.7661e+00 +2.9006e+00 +2.1498e+00 +8.9083e-01 -1.7296e-01
