% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2 +7.730542424e+00 +7.730542424e+00 -2.153894576e+02 -2.153894576e+02 -2.1723e+00 -4.6752e+00 -1.3665e-01 +3.5032e+00 +4.5779e-01 -2.6808e+00 -3.7910e+00 +2.9892e-01 +3.4822e+00 -2.8430e+00 -3.0206e-01 +4.1686e+00 -1.2624e+00 -1.0368e+00 +1.1293e+00 -4.0786e+00 -4.1174e+00 -2.2035e+00 +9.5275e-01 +1.5042e+00
4 +5.255158579e+00 +5.255158579e+00 -2.178648414e+02 -2.178648414e+02 -5.9103e-01 -1.2139e+00 -3.6477e+00 -3.9253e+00 +5.1784e-01 +4.8209e+00 -4.0155e+00 +5.8569e-01 -4.1335e+00 +3.7941e+00 +2.8795e+00 +2.6616e-01 +4.2997e+00 +1.2705e+00 -1.5487e+00 +4.3147e+00 +2.1114e+00 +6.0388e-01 +1.8811e-01 +4.5718e+00
45 +4.469428493e+00 +4.469428493e+00 -2.186505715e+02 -2.186505715e+02 -3.6648e+00 +2.5642e+00 +3.4429e-01 +4.5828e+00 +4.2122e+00 +3.0995e+00 -4.4229e+00 -2.5420e+00 +2.0124e+00 -3.9348e+00 -3.5784e+00 -4.5791e+00 +3.6560e+00 -3.6474e-01 +2.8616e+00 +2.6639e+00 -1.1979e+00 +3.2503e+00 +2.0643e+00 +4.7265e+00
112 +2.111968130e+00 +2.111968130e+00 -2.210080319e+02 -2.210080319e+02 +4.5813e+00 +3.8676e+00 -1.0852e+00 -2.6721e+00 -2.8946e+00 -3.7355e+00 +4.3406e+00 -2.4230e+00 +2.5104e+00 +4.2705e+00 +3.0053e+00 -4.8009e+00 -1.6692e+00 -3.8802e+00 +1.5518e+00 +2.2098e+00 -1.5128e+00 -4.8698e+00 +3.3376e+00 +1.6804e+00
35471 +1.993991353e+00 +1.993991353e+00 -2.211260086e+02 -2.211260086e+02 +1.0231e+00 -4.1564e+00 -2.9186e+00 -3.2832e-01 -3.6814e+00 +3.2409e+00 -1.2643e-02 -4.2363e-01 -1.3652e+00 -2.5754e-01 -3.2811e+00 +9.8937e-01 +4.2382e+00 +1.0781e+00 +6.2759e-01 -4.5459e+00 -2.3849e+00 -2.8377e+00 +5.2135e-01 +4.3303e+00
352875 +1.841662178e+00 +1.841662178e+00 -2.212783378e+02 -2.212783378e+02 +1.6948e-02 -1.3593e+00 +1.3544e+00 -2.9342e+00 -2.1275e+00 -4.3374e-01 -3.4787e+00 +2.4319e+00 -4.6842e+00 -1.1976e+00 -6.4615e-01 +3.7969e+00 +2.8674e+00 +3.8675e+00 +2.8904e+00 +2.8974e+00 +2.3245e+00 -4.6099e+00 +2.1443e+00 -1.8753e+00
461049 +1.731567486e+00 +1.731567486e+00 -2.213884325e+02 -2.213884325e+02 +1.7430e+00 -3.9736e+00 -1.6160e+00 +1.9225e+00 -9.3900e-01 -8.2444e-01 -4.6333e+00 +2.5909e+00 -1.3890e+00 -1.7612e+00 +2.7451e+00 -1.5645e+00 -2.8982e+00 -2.2950e+00 +3.6884e+00 -2.5020e-01 -3.3718e+00 -2.0217e+00 +7.6589e-01 -3.3460e-01
704159 +1.488469059e+00 +1.488469059e+00 -2.216315309e+02 -2.216315309e+02 +9.1423e-01 +4.9511e+00 +2.6654e+00 +9.1735e-01 -2.9976e+00 -4.7127e+00 -3.3656e+00 +1.5759e+00 +1.7861e+00 +2.2018e+00 +1.0781e+00 +3.3035e+00 -3.8415e+00 -4.8940e-01 +2.4909e+00 -3.6739e+00 +3.2083e+00 -1.2109e+00 -3.7552e+00 -1.2437e+00
3888290 +1.318348667e+00 +1.318348667e+00 -2.218016513e+02 -2.218016513e+02 -2.4742e+00 +4.7583e-01 +2.9381e+00 +2.0378e+00 -1.1593e-01 +5.7484e-01 +1.5578e+00 +3.7372e+00 -5.2125e-01 +2.6571e-01 -7.8232e-01 -7.2135e-01 +4.2979e+00 +3.1986e-01 -1.6566e+00 -4.6633e-01 +5.3832e-01 +6.7095e-01 +4.2370e+00 -2.2281e+00
8940850 +1.317027583e+00 +1.317027583e+00 -2.218029724e+02 -2.218029724e+02 +3.1671e+00 -9.3847e-01 -2.7253e+00 +3.2829e-01 -3.2762e+00 -4.6672e+00 +3.9223e+00 +1.1030e+00 +4.8169e+00 -3.3467e+00 +1.7232e+00 -3.2320e+00 -3.9793e+00 -2.6048e+00 -2.0832e+00 +6.3156e-01 +9.6454e-01 +4.1106e+00 -1.0890e-02 -4.1077e+00
17222899 +9.335450887e-01 +9.335450887e-01 -2.221864549e+02 -2.221864549e+02 +3.3882e-01 +2.1103e+00 +1.8690e+00 -3.3756e+00 +2.8795e+00 +4.3174e+00 +4.5464e+00 +1.6887e-01 -8.6358e-01 +4.0793e+00 +1.4122e+00 +1.8002e+00 +1.6894e+00 +4.7902e+00 +1.6642e+00 -4.3741e+00 -3.3149e+00 -1.5169e+00 -2.8997e+00 +4.7927e-01
43059879 +7.979561043e-01 +7.979561043e-01 -2.223220439e+02 -2.223220439e+02 -4.9879e+00 +4.9969e+00 +1.0357e+00 +3.3385e+00 -3.4221e+00 +2.2575e+00 -2.7269e+00 -2.9810e-01 +1.2105e+00 -4.6927e+00 -2.9696e+00 -3.1098e+00 -2.2186e+00 +3.7666e+00 +3.8759e-01 +1.2063e+00 +4.4269e+00 +4.3491e+00 +2.7890e+00 -2.5453e-01
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.531775328e+01 +1.531775328e+01 -2.911224672e+01 -2.911224672e+01 -4.3813e+00 -4.5195e+00 +1.2563e+00 +2.5052e+00 +4.0348e+00 +1.3680e+00 -3.9919e+00 +3.3914e+00 -3.1148e+00 -2.0846e+00 +2.1535e+00 +4.0533e+00 +4.8547e+00 -1.5684e+00 -2.5462e-01 -2.1970e+00 +1.6038e+00 -4.4180e+00 -1.2770e+00 -3.1981e+00
4 +8.483105312e+00 +8.483105312e+00 -3.594689469e+01 -3.594689469e+01 +1.1365e+00 -2.9788e+00 -1.3264e+00 +2.6158e+00 +2.3953e+00 +1.9983e+00 +1.6410e+00 +2.8300e+00 +4.5572e+00 +1.6666e+00 -2.0254e+00 +3.4035e+00 +6.0521e-01 -1.6604e+00 -9.4241e-01 -4.9971e-01 +3.3794e+00 +3.9137e+00 -3.2748e+00 -4.5942e-01
30 +4.839166408e+00 +4.839166408e+00 -3.959083359e+01 -3.959083359e+01 +5.9985e-01 +5.0776e-01 +4.6515e+00 -2.9930e+00 +2.1779e-01 +2.0481e+00 -4.2771e+00 -3.5126e+00 -2.6575e+00 -2.0579e+00 +4.0985e+00 +3.3148e+00 +3.2154e+00 -4.7366e+00 -4.1288e+00 +8.1660e-01 +7.3221e-01 +2.3024e+00 -1.2724e+00 -4.0633e+00
358 +4.132272391e+00 +4.132272391e+00 -4.029772761e+01 -4.029772761e+01 -3.6407e+00 -5.1066e-01 +3.8944e+00 -3.3446e+00 -4.4036e+00 +3.2595e+00 -3.4847e+00 +3.2179e+00 +3.2005e+00 +4.5271e+00 +2.2875e+00 +2.9213e+00 -7.9271e-01 -1.3516e+00 +2.6867e+00 -3.5668e+00 +3.9774e+00 +2.8588e+00 -1.0878e+00 -4.2068e+00
613 +4.063854931e+00 +4.063854931e+00 -4.036614507e+01 -4.036614507e+01 +3.9955e+00 -2.7590e+00 -4.7450e+00 -2.2782e+00 -1.9310e+00 -2.2908e+00 +2.2443e+00 -2.4339e+00 +2.3759e-01 +4.5976e-01 +2.5676e+00 -4.5388e+00 -1.1168e+00 +2.7311e+00 +2.9368e+00 +4.4627e+00 +2.0452e+00 +3.5019e+00 +3.9443e+00 +4.6137e+00
869 +3.477534247e+00 +3.477534247e+00 -4.095246575e+01 -4.095246575e+01 +3.0883e+00 +3.8767e+00 +1.3575e+00 +4.5286e+00 +3.0666e+00 +5.1294e-01 +2.0593e-01 -1.9048e+00 -1.0430e+00 -1.7755e+00 +3.5351e+00 +1.3541e+00 +4.1157e+00 +4.9937e+00 -8.6873e-01 +3.4495e+00 -3.4254e+00 +4.7277e+00 +1.9909e+00 +1.6665e+00
2893 +3.199943796e+00 +3.199943796e+00 -4.123005620e+01 -4.123005620e+01 -3.2401e+00 +6.0296e-01 -2.6158e+00 -4.1510e+00 +1.0238e+00 +1.6289e+00 -7.5451e-01 -2.1402e+00 -4.6721e+00 -1.1304e+00 -2.3209e+00 -3.4295e+00 +4.7920e+00 -3.3258e+00 -1.5071e+00 -2.5573e+00 +4.2131e+00 -4.5002e+00 +1.0564e+00 -3.9920e+00
10632 +2.447150544e+00 +2.447150544e+00 -4.198284946e+01 -4.198284946e+01 +3.8752e+00 -4.6479e-01 -3.2524e-01 -2.5385e+00 -2.0134e+00 +1.3756e+00 -2.9508e+00 +3.5848e+00 +2.5103e+00 -2.5887e+00 +4.0160e+00 -1.9180e+00 +2.8144e-04 -4.9691e-01 -1.3228e+00 +1.9018e+00 -1.0101e+00 -2.6431e+00 +4.3879e+00 -8.0388e-01
37209 +2.277536392e+00 +2.277536392e+00 -4.215246361e+01 -4.215246361e+01 +8.5987e-01 +7.2373e-01 +2.0301e+00 +4.3281e+00 +3.5194e+00 +4.6497e+00 +1.0542e+00 -3.3612e+00 +4.8627e+00 +3.1464e-01 +4.4665e+00 -3.3089e+00 +3.0269e-01 -3.0594e+00 +8.5925e-02 +3.4899e+00 +8.2667e-01 -2.4307e+00 +1.6710e+00 -4.4589e+00
105608 +2.158688699e+00 +2.158688699e+00 -4.227131130e+01 -4.227131130e+01 -1.7245e+00 +2.4880e+00 -7.1520e-01 -4.6534e+00 -8.7689e-01 -3.1217e+00 +3.5600e-01 +3.0322e+00 -1.8616e+00 -3.5426e+00 -4.1507e+00 +3.0022e+00 -4.6847e+00 -1.6323e+00 +3.4551e+00 -7.7998e-01 -3.3704e+00 -3.3573e+00 -3.2067e+00 -2.4546e+00
182160 +1.659939306e+00 +1.659939306e+00 -4.277006069e+01 -4.277006069e+01 +2.6569e+00 -4.7793e+00 -3.8648e-01 -2.2761e-01 -2.8272e+00 +3.0997e+00 +4.4111e+00 -2.6015e+00 -7.2462e-01 +1.5295e+00 +4.2141e-02 -9.9749e-01 +4.9608e+00 -4.3469e+00 -1.3025e+00 +9.1989e-01 +4.7446e+00 -1.3947e+00 -1.4552e+00 -3.7734e+00
1204990 +1.512511331e+00 +1.512511331e+00 -4.291748867e+01 -4.291748867e+01 +1.6885e-01 -3.5323e+00 +3.2957e+00 +1.5413e-01 +1.3408e+00 +1.4792e+00 +2.5751e+00 +2.2768e+00 -2.1528e+00 +4.5056e+00 +3.2131e+00 -1.5157e+00 -4.9757e+00 +3.5878e+00 +1.5644e+00 -4.1492e+00 +3.5504e+00 +4.7714e+00 -8.7704e-01 +2.2084e-01
2317497 +1.424279673e+00 +1.424279673e+00 -4.300572033e+01 -4.300572033e+01 -1.7111e+00 +6.5558e-01 +3.7163e+00 -1.0790e+00 +9.4432e-01 -1.2365e+00 +2.3716e+00 -1.7738e+00 -2.2187e+00 +5.6828e-01 +6.3982e-01 +2.1551e-01 -6.3608e-01 +2.2799e+00 -4.6180e+00 +2.0574e-01 -3.4329e+00 -3.2264e-01 -1.5606e+00 -1.7683e+00
3983026 +1.378200360e+00 +1.378200360e+00 -4.305179964e+01 -4.305179964e+01 +1.7034e+00 +4.2424e+00 +3.2368e-01 -1.5637e+00 +1.6998e+00 -9.0114e-01 -4.3125e+00 +2.7325e-01 -2.6819e+00 +4.3963e+00 -1.4208e+00 +3.4105e+00 -1.1598e+00 +4.4560e+00 +5.1536e-01 -1.1644e+00 +8.0940e-01 -4.2596e+00 -2.9429e+00 +4.3106e+00
4702011 +1.000116068e+00 +1.000116068e+00 -4.342988393e+01 -4.342988393e+01 +3.4259e+00 -3.0379e+00 +3.9516e+00 -4.1406e+00 -1.9834e+00 -1.8128e+00 -4.6042e+00 -2.9711e+00 -1.9806e+00 +2.2428e-01 +3.5438e+00 +3.6897e+00 +2.1502e+00 -4.6005e+00 -1.8734e+00 +1.3960e+00 -5.8209e-01 -3.7948e+00 -9.3991e-02 -3.7504e+00
73368991 +9.618123285e-01 +9.618123285e-01 -4.346818767e+01 -4.346818767e+01 -2.9298e+00 +1.7553e+00 +1.6749e+00 -2.3666e-01 +5.7297e-01 +4.3564e+00 -3.7851e+00 -1.1307e+00 -2.6386e-01 +2.5791e+00 +2.9533e+00 +3.0089e+00 +4.9199e-01 +5.3737e-01 +1.1504e+00 +3.3917e+00 +4.4035e+00 -3.8280e+00 -4.7167e+00 -4.1008e+00
% function evaluation | noise-free fitness - Fopt (-7.728000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.117983759e+01 +1.117983759e+01 -6.610016241e+01 -6.610016241e+01 -1.7090e+00 +3.5430e+00 -4.6252e+00 +3.4718e+00 +3.0965e-01 -4.5454e-01 +2.7472e+00 -6.0406e-01 +4.8250e+00 +5.7214e-01 +3.9888e+00 -2.2323e-01 +2.9671e+00 +2.7410e+00 +2.8303e+00 +1.2599e+00 -2.9234e+00 +9.4052e-01 -4.9889e+00 -1.5154e+00
5 +8.707007954e+00 +8.707007954e+00 -6.857299205e+01 -6.857299205e+01 +8.4907e-04 -1.1609e+00 +1.9753e+00 -4.4098e+00 +4.5900e+00 -2.6536e+00 -2.0693e+00 -4.5266e+00 +5.2627e-01 +2.5920e+00 -1.2046e+00 +2.4223e+00 -6.8509e-01 +4.5577e+00 +9.5196e-01 -1.3983e+00 +2.7226e+00 -6.6247e-01 -6.5465e-01 -1.5186e+00
7 +7.805516885e+00 +7.805516885e+00 -6.947448311e+01 -6.947448311e+01 -3.3235e+00 -2.4095e+00 +3.5959e+00 +8.6304e-01 -2.0534e+00 +8.4294e-01 -9.3791e-01 -1.4120e+00 -1.6422e+00 -3.7151e+00 +4.2742e+00 -4.7791e+00 +9.5476e-01 +4.0069e+00 +6.9774e-01 +1.7128e+00 +4.9275e+00 +1.6245e+00 +4.4710e+00 -2.9534e+00
72 +7.692858355e+00 +7.692858355e+00 -6.958714165e+01 -6.958714165e+01 -2.3275e+00 +4.0764e+00 +2.6802e+00 +1.9640e+00 -4.1866e+00 -4.3649e+00 -1.5072e+00 -2.5740e+00 -3.2059e+00 -1.4049e+00 -3.1183e+00 +4.1131e+00 +8.5238e-01 -3.6926e+00 -4.8581e+00 +1.1998e+00 +2.8834e+00 +3.1254e+00 +3.5570e+00 -4.0848e-01
83 +5.441650699e+00 +5.441650699e+00 -7.183834930e+01 -7.183834930e+01 -4.8119e+00 -3.7438e+00 -3.3324e+00 +4.3686e+00 +4.5111e+00 +1.3205e+00 -1.0729e+00 -4.5561e+00 +1.5431e+00 -4.2975e+00 -3.9014e-01 -2.5688e+00 -4.9546e-01 +2.7660e+00 +1.6214e+00 +3.2761e+00 -3.4057e-01 +3.9901e+00 +1.4989e+00 +1.3646e-01
142 +4.409979465e+00 +4.409979465e+00 -7.287002053e+01 -7.287002053e+01 +3.7493e+00 +1.4278e+00 +3.6373e+00 +2.8980e+00 -3.6660e+00 +4.5987e+00 +4.3426e+00 -3.6931e+00 -1.7150e+00 +4.6071e+00 -3.8188e+00 +2.2771e-01 -1.8678e+00 -2.9219e-01 +2.6282e+00 -3.3154e+00 +5.4720e-01 -1.0481e+00 -1.9545e+00 -4.2987e+00
1309 +4.334658037e+00 +4.334658037e+00 -7.294534196e+01 -7.294534196e+01 -2.4597e+00 +1.2894e+00 -2.9390e+00 +2.4087e+00 -3.5201e+00 -1.2284e+00 -3.8238e+00 -7.0648e-01 +1.2602e+00 +1.0478e+00 +2.2983e-01 +2.8927e+00 +3.7542e+00 -3.9204e+00 -7.3295e-01 -2.6682e-01 +2.0517e+00 +2.8483e+00 +3.7960e+00 +1.2876e+00
1544 +3.896840645e+00 +3.896840645e+00 -7.338315935e+01 -7.338315935e+01 -1.1914e+00 -1.4276e-02 +2.2520e-01 -2.3238e+00 +1.7573e+00 +4.2005e+00 +1.1073e+00 +3.7847e+00 -2.3666e+00 -1.7430e+00 +4.5492e+00 -3.4695e+00 +2.2737e+00 +2.7601e+00 -4.8310e+00 -3.8742e+00 -3.5170e+00 -4.5344e+00 +1.1569e+00 -3.6203e+00
2301 +3.749551611e+00 +3.749551611e+00 -7.353044839e+01 -7.353044839e+01 +3.0547e+00 +5.4960e-01 +4.5129e-01 -4.2482e+00 -1.0437e+00 -1.2475e+00 -1.1442e+00 -1.5982e+00 -4.8080e+00 +9.5274e-01 -3.6782e+00 -4.1175e+00 -1.2336e+00 +1.9126e+00 -8.6385e-01 +8.9265e-01 +2.1901e+00 -2.8892e+00 -1.1086e-01 +2.9754e+00
2644 +3.302807190e+00 +3.302807190e+00 -7.397719281e+01 -7.397719281e+01 -4.2846e+00 +4.5273e-01 -4.9309e+00 +1.9278e+00 +1.8552e+00 -1.6849e+00 -4.3304e+00 +9.3280e-02 -2.1813e+00 -4.0786e+00 +4.7717e-01 +4.6608e+00 +2.4235e-01 +3.2095e+00 +4.5451e-01 -1.6976e+00 -1.5030e+00 -5.8179e-03 -2.2667e+00 -4.6663e+00
8000 +3.235830131e+00 +3.235830131e+00 -7.404416987e+01 -7.404416987e+01 +3.9233e+00 -6.6456e-03 +4.5987e+00 +3.2837e+00 -4.5001e+00 -1.5104e+00 +3.1300e+00 -2.1639e+00 -4.2309e+00 +3.3113e+00 +2.9114e+00 +2.3386e+00 +1.5330e+00 -4.9909e-01 +2.7587e+00 -1.7072e+00 +1.6404e+00 +8.5526e-01 -1.7556e+00 +3.8593e+00
9285 +3.111750486e+00 +3.111750486e+00 -7.416824951e+01 -7.416824951e+01 +3.6844e+00 -4.5302e+00 +1.2946e+00 +2.4398e+00 -1.6355e+00 +4.6770e+00 +4.6237e-01 +4.7535e+00 +4.4262e+00 +1.6532e+00 -4.0993e+00 -1.1571e+00 +2.2014e-01 -2.2484e-01 -4.7570e+00 +7.6416e-01 +1.8720e+00 +3.2907e+00 -1.9075e+00 -5.0055e-01
9851 +2.827058056e+00 +2.827058056e+00 -7.445294194e+01 -7.445294194e+01 -3.9438e+00 -4.0805e+00 +1.3837e+00 +2.5227e+00 -1.0110e+00 +4.4149e-01 -1.8917e+00 +2.6040e+00 +4.8829e+00 -3.5630e+00 -1.2424e+00 -4.7937e+00 -3.0297e+00 -4.9247e+00 +8.9628e-01 +1.2597e+00 +1.4547e+00 -1.7138e+00 -3.1472e+00 +1.0814e+00
10100 +2.740622975e+00 +2.740622975e+00 -7.453937703e+01 -7.453937703e+01 +4.5239e+00 +5.9328e-01 -3.1199e+00 +4.0029e+00 +4.3613e+00 +4.2997e-01 -4.8442e-01 +3.2115e-01 -7.9186e-01 -1.5699e+00 +3.4075e+00 +3.5859e+00 -3.7822e+00 -4.5731e+00 -2.4567e-02 +4.5250e+00 +3.2097e+00 +4.0992e+00 +2.3184e+00 +5.5016e-01
11766 +2.426544784e+00 +2.426544784e+00 -7.485345522e+01 -7.485345522e+01 +4.5244e+00 -4.4850e+00 -2.6774e+00 +3.8057e+00 -1.8210e-01 +5.5067e-01 +3.2544e+00 -4.2858e+00 +2.8204e-01 +2.3018e+00 -2.6657e+00 -4.4937e+00 +4.1373e+00 -4.8174e+00 -7.9975e-01 -4.6966e+00 -1.0965e+00 -4.5573e+00 +3.5809e+00 -4.2891e+00
22627 +2.373152793e+00 +2.373152793e+00 -7.490684721e+01 -7.490684721e+01 -3.0271e-01 -1.5908e+00 +4.1494e+00 -5.7690e-02 -4.9692e+00 +9.9764e-01 -3.2615e-01 -4.7164e+00 -2.0881e+00 +3.7125e+00 +2.0093e+00 +2.3517e+00 -4.7461e+00 +1.7315e+00 -4.6517e+00 +3.0410e+00 -4.8125e+00 +9.1764e-01 -4.2096e+00 +5.4942e-01
91955 +2.049815784e+00 +2.049815784e+00 -7.523018422e+01 -7.523018422e+01 -2.2729e+00 -2.2966e+00 +7.8966e-01 +4.5917e+00 -2.2477e+00 -4.4939e-01 -4.4115e-01 -5.2260e-01 -4.8249e+00 +9.5659e-01 +7.5467e-01 -3.9422e+00 +4.8896e+00 -3.6890e+00 +2.5470e+00 +3.3745e-01 +4.0628e+00 -1.4986e+00 -6.7006e-01 -2.2034e+00
193159 +1.956792667e+00 +1.956792667e+00 -7.532320733e+01 -7.532320733e+01 +2.4711e+00 -4.2877e+00 -2.8518e+00 +1.7587e+00 +1.1781e+00 +4.8379e+00 +3.4661e-01 -3.5252e+00 +2.1381e+00 +2.4142e-01 +3.0814e+00 +2.6572e+00 +2.2843e+00 -3.1291e+00 +2.0526e-01 +1.8950e+00 +4.5156e+00 -1.7532e+00 +3.7084e+00 -4.6812e+00
312944 +1.885843319e+00 +1.885843319e+00 -7.539415668e+01 -7.539415668e+01 +2.6861e+00 -3.1174e+00 -3.8292e+00 +2.3507e+00 -3.8554e+00 +1.0989e+00 -1.9040e-01 +1.9085e+00 +3.3957e+00 -2.2676e+00 +1.2931e+00 +2.2050e+00 +1.1776e+00 -9.5773e-01 -9.7790e-01 -1.0910e+00 +5.4178e-01 +8.9824e-01 -1.8460e+00 -5.9729e-01
415384 +1.656126625e+00 +1.656126625e+00 -7.562387338e+01 -7.562387338e+01 +1.7728e+00 -3.8323e+00 -2.7495e+00 -4.5742e+00 +8.8925e-01 -2.5820e+00 -2.3493e+00 -1.3508e-01 -3.6373e+00 +4.4161e-01 -2.0714e+00 -1.8132e+00 +2.7572e-01 +2.3615e+00 +3.7052e-01 +3.9720e-01 +4.0184e-01 +4.9087e+00 -2.5377e+00 -2.6580e+00
448514 +1.544375111e+00 +1.544375111e+00 -7.573562489e+01 -7.573562489e+01 +1.9100e+00 -2.8849e+00 -4.8703e+00 +2.4753e+00 -9.0236e-01 +1.6289e+00 -1.8926e-01 -3.9538e+00 +1.1364e+00 +4.6358e+00 -1.3979e-01 +2.6626e+00 -3.9687e+00 -4.6780e+00 +2.8612e+00 -3.7651e+00 -1.4120e+00 +4.3309e+00 +3.6750e+00 -1.3980e+00
3952402 +1.220941519e+00 +1.220941519e+00 -7.605905848e+01 -7.605905848e+01 +3.9294e+00 +3.5900e+00 -2.7471e+00 -4.6585e+00 -2.5800e+00 -1.8419e+00 -4.0322e-01 +1.2954e+00 +4.8625e+00 +1.8337e+00 +8.0483e-01 +1.6035e+00 +2.6821e+00 -1.1316e+00 -2.2602e-01 -1.2307e+00 -3.8088e+00 -2.3809e+00 +3.2850e+00 -1.6895e+00
81780859 +1.106084839e+00 +1.106084839e+00 -7.617391516e+01 -7.617391516e+01 +3.7145e-01 +1.5871e+00 +1.3627e+00 -4.6511e+00 -2.5212e+00 -4.9566e+00 +7.4470e-01 -4.0443e+00 -4.1734e+00 +3.0131e+00 +4.8558e+00 -2.6778e+00 +8.1604e-01 +1.0839e+00 -4.2935e+00 -2.6728e+00 -9.6644e-01 +7.7857e-01 +1.6609e+00 -2.0416e+00
83971673 +1.026279272e+00 +1.026279272e+00 -7.625372073e+01 -7.625372073e+01 +1.4216e+00 +1.0639e+00 +1.6884e+00 +6.9682e-01 -3.0782e+00 +1.4978e+00 -3.7845e+00 +2.9796e+00 -4.7708e+00 -4.6448e+00 +1.1773e+00 +3.8294e+00 -2.4058e-01 -1.7651e+00 -2.1202e+00 -7.3509e-01 -2.4839e+00 +1.4249e+00 +4.2789e+00 +3.0437e-01
% function evaluation | noise-free fitness - Fopt (-8.121000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.787062068e+01 +2.787062068e+01 -5.333937932e+01 -5.333937932e+01 -5.7945e-02 -4.3000e+00 +1.9586e+00 +1.0377e+00 -1.5316e-01 +1.9622e+00 -5.2933e-01 -2.7300e+00 -2.5612e+00 +4.1499e+00 -2.0652e+00 +3.6065e+00 -3.2994e+00 -2.9659e+00 -7.7696e-01 +4.1605e+00 +2.2429e-01 -1.7394e-01 +1.5273e+00 +4.8832e-01
2 +1.422275490e+01 +1.422275490e+01 -6.698724510e+01 -6.698724510e+01 -4.8242e+00 +4.4102e+00 -2.8804e+00 +4.0953e+00 +1.4256e+00 -2.4216e+00 -1.0246e-01 -4.5334e+00 +1.7935e-02 -2.7059e+00 +3.5815e-01 +2.3177e+00 +3.7807e+00 +4.9897e+00 -1.3301e+00 +3.6721e-01 +1.2671e+00 -3.2391e+00 -3.2040e+00 +4.7636e-01
6 +1.364811749e+01 +1.364811749e+01 -6.756188251e+01 -6.756188251e+01 +2.3335e-01 -1.0572e+00 +8.3036e-01 -3.4461e+00 +8.2046e-01 -1.5913e+00 -4.4264e+00 -2.3095e+00 -1.5204e+00 -3.9390e+00 -2.7363e+00 -2.9217e+00 -4.2001e+00 -5.5455e-01 +4.9472e+00 -4.4027e+00 +1.4414e+00 -4.3718e+00 -3.0831e+00 +2.0167e+00
7 +9.923780529e+00 +9.923780529e+00 -7.128621947e+01 -7.128621947e+01 +4.5689e+00 -2.9770e+00 -3.7045e+00 +4.6115e+00 -5.5520e-01 -4.0015e+00 +4.2854e-01 +3.7303e+00 +1.4058e+00 -2.7293e+00 +9.1296e-01 +4.8890e+00 +3.9486e-01 -2.7979e+00 +3.9296e+00 -1.8062e+00 -1.9958e+00 +8.5711e-01 -4.0204e+00 -3.1863e+00
8 +8.296273653e+00 +8.296273653e+00 -7.291372635e+01 -7.291372635e+01 -5.5550e-01 +2.3454e-01 -1.7308e+00 -1.0474e+00 +1.1365e+00 -6.6033e-01 -3.0232e+00 +3.1207e+00 +6.3424e-01 -1.4278e+00 +3.1775e+00 -3.2425e+00 +8.1216e-03 -4.2914e+00 -1.6000e+00 -4.3901e+00 +1.8625e-01 -4.7352e-01 -3.1285e+00 +3.5330e+00
64 +6.040848768e+00 +6.040848768e+00 -7.516915123e+01 -7.516915123e+01 +1.1226e+00 +4.9110e+00 +1.4122e-01 +8.2610e-01 -7.1384e-01 +5.4466e-01 -1.0029e+00 +3.7814e+00 -7.1806e-01 -2.6250e+00 -7.8504e-01 -1.6290e+00 -1.9575e+00 +2.8514e+00 -3.6141e+00 +2.1274e+00 -7.7945e-01 +6.1283e-01 +4.8077e+00 -2.7709e+00
151 +5.425127021e+00 +5.425127021e+00 -7.578487298e+01 -7.578487298e+01 -4.6439e-01 +4.7336e+00 -1.5110e+00 -6.7138e-01 +2.1442e+00 +3.7138e+00 +3.3702e+00 -1.4109e+00 +7.8440e-01 +3.1915e+00 -4.1562e+00 +9.9175e-01 -1.7627e+00 +3.5817e+00 +1.7023e+00 -4.5772e+00 -6.5004e-01 -2.7038e+00 +1.0371e+00 +1.6050e+00
278 +5.109348434e+00 +5.109348434e+00 -7.610065157e+01 -7.610065157e+01 +1.1683e+00 -4.1260e+00 -3.9685e+00 +5.5848e-01 -3.6845e+00 -4.4456e+00 +3.9006e+00 +2.0276e+00 -4.0707e+00 +4.5872e+00 -6.2222e-01 -2.6522e+00 +1.5132e+00 +4.1293e+00 +5.0926e-01 +4.0848e+00 -3.1494e+00 +6.1187e-01 -1.9728e+00 -2.9627e+00
326 +4.790563961e+00 +4.790563961e+00 -7.641943604e+01 -7.641943604e+01 -5.5997e-01 +3.3256e+00 +3.9383e+00 +1.2566e+00 -2.8396e+00 -2.2271e+00 -3.5117e+00 +4.5055e+00 -1.1549e+00 +3.7139e+00 -6.7058e-01 +4.7162e+00 -1.1464e+00 -4.9035e+00 -9.5837e-01 -1.4808e-01 +6.1416e-01 +2.4944e+00 +2.5918e-01 +1.2684e+00
